StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.5_First Click,Q8.5_Last Click,Q8.5_Page Submit,Q8.5_Click Count,Q8.6,Q8.7,Q10.3_First Click,Q10.3_Last Click,Q10.3_Page Submit,Q10.3_Click Count,Q10.5_First Click,Q10.5_Last Click,Q10.5_Page Submit,Q10.5_Click Count,Q10.6,Q10.7,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q.20.4,Q20.5,Q18.4,Q18.5,Q19.2_1,Q19.3,Q19.4,Q19.4_12_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6
1/25/2021 9:36,1/25/2021 9:49,0,100,838,1,1/25/2021 9:49,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,,,,,,,,4,4,4,6,2,4,3,3,,,,,7,7,2,4,3,3,,,,,,,,,,,0,0,30.509,0,0,0,9.097,0,7,5,0,0,17.066,0,4,4,6,6,4,6,4,Jag vill skydda mej själv mod covid 19,3,3,3,,,2,7,99,4,1,3,,,,2,2,4,4,7,4,4,4,4,,1,1,,69,2,3,,2,4,1,,18,1,,1,
1/25/2021 9:47,1/25/2021 9:50,0,100,203,1,1/25/2021 9:50,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,0,0,1.64,0,0,0,1.239,0,4,4,0,0,0.973,0,4,4,4,4,4,4,1,yjfjfgj fghj gfhh jhfgj gfj gfdf hjgfj,3,3,3,3,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 9:48,1/25/2021 9:50,0,100,108,1,1/25/2021 9:50,anonymous,SV,1,Chrome,75.0.3770.101,Android 9,360x740,3,2,3,4,2,2,1,4,,,,,,,,,3,5,4,2,,,,,3,5,,,,,,,,,,,0.449,1.116,1.591,2,0.455,1.002,1.974,2,4,5,0.467,2.591,3.144,4,4,3,5,3,3,5,2,Aldrig,2,2,4,2,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 9:24,1/25/2021 9:52,0,100,1714,1,1/25/2021 9:52,anonymous,SV,1,Safari iPad,14.0.2,iPad,768x1024,4,4,5,5,1,6,5,6,,,,,,,,,5,6,2,6,,,,,5,4,,,,,,,,,,,63.689,63.689,66.357,1,43.697,80.91,82.657,2,7,6,66.865,66.865,82.622,1,4,5,5,5,4,5,3,"Det är viktigt att minska smittspridningen, även fast jag är osäker på vaccinet fortfarande så kan jag inte säga att det finns ett annat val. Om det är nått vaccin jag förmodligen skulle ta så skulle det vara den kinesiska. Sägs vara mildare och att tom. barn kan ta dem. Men vill inte ta Astra Zeneca om jag kan undvika det. Helst de ovannämnda.",4,1,3,,Litar inte på FDA,2,7,99,,,,5,3,4,1,2,2,1,4,4,3,2,5,,,1,,27,2,12,Oavslutad högskole utbildning,1,3,1,,13,2,Serbiska,3,
1/25/2021 9:21,1/25/2021 9:58,0,100,2221,1,1/25/2021 9:58,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1208x680,,,,,,,,,4,4,4,5,5,4,4,4,,,,,4,5,3,3,3,3,,,,,,,,,,,40.01,40.01,43.792,1,5.095,58.973,73.301,2,7,5,13.73,47.282,64.611,2,6,2,2,6,6,7,4,"Mitt beslut grundas av både personliga hälsoskäl men också av solidaritetsskäl mot andra människor. Jag tycker dock att skyddet mot vaccinationsskador ekonomiskt skall garanteras fullt ut, livet ut utan ekonomiskt tak för de individer som drabbas av vaccinationsskador.",3,3,3,4,"spridningsrisk, sjukdomens allvarlighet, solidaritet med övriga samhällsmedborgare",2,7,99,4,5,6,,,,2,2,5,7,2,5,5,2,3,Individuellt mänskligt hänsynstagande saknas alltför ofta. Se på försäkringskassan i Sveriges hantering av svårt sjuka och handikappades behov  av individuellt anpassad hjälp. ,1,2,"Försäkringskassan, Arbetsförmedlingen",73,1,12,"Lärare, rektor psykoterapeututbildning",2,8,1,,2,1,,1,"Intressant, inte helt lätt att välja svarsalternativ."
1/25/2021 9:51,1/25/2021 10:07,0,100,951,1,1/25/2021 10:07,anonymous,SV,1,Edge,87.0.664.75,Windows NT 10.0,1536x864,,,,,,,,,5,5,5,6,3,4,4,4,,,,,2,6,5,2,3,3,,,,,,,,,,,0,0,43.188,0,24.173,24.735,91.503,2,7,5,0,0,40.415,0,6,4,4,6,5,5,3,Risken att inte ta ett vaccin är nog större än att ta det.,3,3,3,1,,2,7,99,4,4,4,,,,2,1,4,3,3,6,6,5,3,Jag har ingen möjlighet att kontrollera vilka data som algoritmerna bygger på.,1,2,Inte på raka armen,64,1,6,,2,8,1,,11,2,Ungerska,3,"Det var en bra och intressant enkät, med väl genomtänkta frågor."
1/25/2021 9:53,1/25/2021 10:08,0,100,868,1,1/25/2021 10:08,anonymous,SV,1,Chrome,87.0.4280.141,Android 10,412x869,4,4,4,5,4,4,4,4,,,,,,,,,3,6,4,7,,,,,4,3,22.697,24.396,30.624,3,14.922,27.491,28.661,8,6,4,,,,,,,,,,,20.663,33.526,34.743,7,5,4,2,5,5,4,3,Det beror på vilket vaccin som finns tillgängliga ,3,3,2,,,1,7,99,,,,5,5,4,1,2,4,4,3,1,2,2,3,Pga algoritmen,1,2,Nej,73,1,6,,2,5,1,,20,1,,1,Nej
1/25/2021 10:05,1/25/2021 10:08,0,100,160,1,1/25/2021 10:08,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,,,,,,,,3,5,6,6,6,4,6,6,,,,,5,6,5,5,6,7,,,,,,,,,,,0,0,2.458,0,0,0,1.68,0,5,6,0,0,2.644,0,7,6,5,6,5,4,3,because that's the best,3,4,3,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 10:06,1/25/2021 10:12,0,100,331,1,1/25/2021 10:12,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,375x812,5,5,7,7,5,4,5,6,,,,,,,,,4,7,3,4,,,,,5,3,0.595,0.595,1.873,1,2.587,2.587,3.784,1,5,4,,,,,,,,,,,0.536,0.536,1.701,1,5,3,3,5,5,4,3,Vet ej ,3,2,3,,,1,7,99,,,,7,5,4,1,1,3,4,4,5,3,4,3,Vet ej ,1,1,,22,2,4,,2,6,1,,12,1,,1,
1/25/2021 10:11,1/25/2021 10:13,0,100,138,1,1/25/2021 10:13,anonymous,SV,1,Safari iPad,12.1.2,iPad,768x1024,1,1,2,2,2,3,4,4,,,,,,,,,4,4,4,4,,,,,5,3,,,,,,,,,,,0,0,1.647,0,1.054,1.054,1.001,1,5,6,0,0,2.548,0,1,5,7,7,3,6,3,Det är vad jag tycker,2,1,4,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 10:09,1/25/2021 10:13,0,100,235,1,1/25/2021 10:13,anonymous,SV,1,Chrome,87.0.4280.141,Android 10,320x712,2,2,3,5,3,3,3,3,,,,,,,,,2,4,4,5,,,,,3,2,15.244,15.921,16.719,2,0.992,1.691,2.438,2,3,2,,,,,,,,,,,5.175,9.357,10.073,3,4,3,5,3,3,5,3,Yes of cors,2,2,2,3,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 10:07,1/25/2021 10:14,0,100,387,1,1/25/2021 10:14,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,360x780,4,5,4,4,4,5,3,2,,,,,,,,,5,5,3,4,,,,,6,4,3.597,6.118,7.248,3,3.446,4.722,5.384,2,5,6,,,,,,,,,,,0.966,16.342,17.193,7,5,4,6,5,4,4,1,Jag tycker inte att den är säker,2,4,3,,,1,7,99,,,,5,4,5,2,2,4,3,3,5,3,5,5,,2,1,,28,2,6,,2,5,1,,12,1,,2,
1/25/2021 10:07,1/25/2021 10:14,0,100,404,1,1/25/2021 10:14,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,360x760,4,3,3,5,5,4,5,5,,,,,,,,,4,6,5,5,,,,,6,6,15.59,15.59,16.244,1,12.166,16.055,16.577,2,6,6,,,,,,,,,,,12.398,13.763,14.456,2,7,5,2,7,6,7,4,Litat på vaccinet.,4,4,4,,,1,7,99,,,,5,6,4,2,2,3,4,4,3,5,3,5,,,1,,27,1,6,,2,1,1,,12,1,,2,
1/25/2021 10:08,1/25/2021 10:15,0,100,374,1,1/25/2021 10:15,anonymous,SV,1,Chrome,87.0.4280.141,Android 10,320x747,4,4,4,4,4,4,4,4,,,,,,,,,3,6,3,4,,,,,4,4,6.323,8.656,9.96,3,34.366,34.366,35.994,1,5,5,,,,,,,,,,,6.877,21.377,22.983,9,4,4,4,4,4,4,4,Vill kunna resa utomlands ,3,3,4,,,2,7,99,,,,6,3,3,2,1,1,1,1,4,4,2,4,,,1,,54,2,4,,2,2,1,,7,1,,2,
1/25/2021 10:05,1/25/2021 10:15,0,100,616,1,1/25/2021 10:15,anonymous,SV,1,Chrome,83.0.4103.106,Android 10,412x869,6,6,7,7,6,7,6,7,,,,,,,,,7,6,7,7,,,,,7,7,,,,,,,,,,,2.86,2.86,19.122,1,3.219,26.28,27.131,2,7,5,4.138,25.188,27.001,3,5,4,7,7,7,6,4,Jag är rädd för min hälsa och litar mycket på regeringen,4,3,4,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 10:05,1/25/2021 10:16,0,100,608,1,1/25/2021 10:16,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,375x667,6,6,6,5,5,5,5,5,,,,,,,,,4,2,3,5,,,,,3,3,2.447,6.442,12.082,3,1.709,7.346,13.128,3,5,5,,,,,,,,,,,1.597,32.887,43.792,7,4,5,6,5,5,5,3,"P.g.a. nästkommande yrke, vilket är inom vård och omsorg ",3,3,3,,,1,7,99,,,,5,4,6,1,2,3,5,4,4,5,5,5,,,1,,47,2,4,,2,5,1,,12,2,Kinesiska,3,
1/25/2021 10:14,1/25/2021 10:16,0,100,133,1,1/25/2021 10:16,anonymous,SV,1,Chrome,87.0.4280.141,Android 10,320x712,2,4,4,5,5,3,4,4,,,,,,,,,3,2,5,5,,,,,4,4,,,,,,,,,,,1.32,1.32,2.519,1,0.534,0.534,1.679,1,4,6,0.849,0.849,2.853,1,4,5,5,5,5,3,2,No did not,2,2,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 9:57,1/25/2021 10:17,0,100,1156,1,1/25/2021 10:17,anonymous,SV,1,Chrome,87.0.4280.141,Android 7.0,360x640,4,5,3,5,3,6,4,2,,,,,,,,,4,7,2,1,,,,,2,1,9.165,22.33,23.761,5,12.819,27.27,31.889,6,6,5,,,,,,,,,,,9.532,40.245,42.856,12,2,5,4,6,5,3,4,Det ger viss skydd mot corona tro jag,2,1,3,,,2,7,99,,,,7,2,2,2,1,1,4,5,3,3,3,2,Tror inte på det,1,1,,72,1,3,,2,5,1,,11,1,,3,Nej
1/25/2021 10:09,1/25/2021 10:17,0,100,485,1,1/25/2021 10:17,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,414x896,5,5,4,7,1,4,4,4,,,,,,,,,4,5,5,4,,,,,4,4,0.712,0.712,1.818,1,1.623,1.623,2.521,1,4,4,,,,,,,,,,,0.415,0.415,1.557,1,2,4,3,4,4,4,3,"Betroende på vad det bekämpar, för att få bort virus skulle jag gjort det för min egna och min samhällets riskgrupps skull",3,3,3,,,1,7,99,,,,4,7,4,1,2,3,4,4,5,1,4,4,,1,1,,23,2,5,,1,6,1,,12,1,,2,Nej
1/25/2021 10:05,1/25/2021 10:17,0,100,739,1,1/25/2021 10:17,anonymous,SV,1,Edge,88.0.705.50,Windows NT 10.0,1366x768,,,,,,,,,6,6,6,7,6,6,6,6,,,,,5,6,2,1,4,3,,,,,,,,,,,0,0,33.537,0,0,0,20.562,0,7,5,0,0,17.208,0,6,3,4,6,5,4,3,är nästan säker på att det som kommer att bjudas ,3,1,3,,,1,7,99,5,4,5,,,,2,1,1,1,3,3,3,2,3,vet ej men litar inte riktigt på det,1,1,,58,2,2,,2,1,1,,21,2,finska,3,Nej
1/25/2021 10:16,1/25/2021 10:19,0,100,126,1,1/25/2021 10:19,anonymous,SV,1,Chrome,83.0.4103.106,Android 10,412x869,7,7,7,7,7,7,7,7,,,,,,,,,7,7,7,7,,,,,7,7,,,,,,,,,,,0.762,0.762,1.269,1,0.464,0.464,1.068,1,7,7,0.621,0.621,1.456,1,7,7,7,7,7,7,4,Jag är rädd för min hälsa och litar mycket på regeringen jag är glad att skydda mig!!,4,4,4,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 10:05,1/25/2021 10:19,0,100,817,1,1/25/2021 10:19,anonymous,SV,1,Safari,13.1.2,Macintosh,768x1024,,,,,,,,,4,4,4,6,4,3,5,5,,,,,4,5,5,3,5,5,16.922,16.922,19.944,1,16.642,16.642,23.297,1,6,5,,,,,,,,,,,10.278,195.643,199.174,3,6,5,5,5,5,4,2,Människornas liv har ett värde och en vaccin som inte har studerats långt tid är inte säker med kanske massa biverkningar som kan komma och drabba oss efter ett år eller på länge sikt det är en chansning men jag förstår att det ärviktigt och komma med en spann lösning men den lösningen kan drabba oss hårdare än covid,4,4,4,4,Studer på längre sikt ,2,7,99,7,7,4,,,,2,2,1,1,4,4,5,5,5,,1,1,,40,2,5,,1,8,1,,11,1,,3,
1/25/2021 10:07,1/25/2021 10:19,0,100,750,1,1/25/2021 10:19,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,350x737,2,2,2,5,4,4,5,5,,,,,,,,,3,3,4,3,,,,,4,4,,,,,,,,,,,1.854,6.78,17.953,2,3.48,14.826,21.656,6,7,4,4.238,31.058,38.002,6,4,7,6,4,4,4,2,Vet inte om biverkningarna förän efteråt. Känns som vaccinet har stressat fram.,3,3,3,,,1,7,99,,,,6,4,2,1,2,1,2,2,1,5,1,4,,1,1,,49,2,4,,1,3,1,,12,1,,1,
1/25/2021 10:07,1/25/2021 10:19,0,100,709,1,1/25/2021 10:19,anonymous,SV,1,Chrome,83.0.4103.106,Android 8.0.0,360x640,6,6,6,6,6,6,6,6,,,,,,,,,6,6,2,4,,,,,5,5,1.594,6.834,7.566,3,3.678,9.152,15.625,5,6,5,,,,,,,,,,,6.762,111.326,112.237,13,6,4,4,5,6,5,4,Jag vill skydda mig och andra från smittan.,3,3,3,,,2,7,99,,,,4,2,6,1,1,1,1,2,4,4,3,5,,2,2,Ekonomiskt bistånd ,36,2,6,,2,8,1,,11,1,,1,
1/25/2021 10:14,1/25/2021 10:20,0,100,387,1,1/25/2021 10:20,anonymous,SV,1,Safari,14.0.2,Macintosh,1920x1080,,,,,,,,,4,4,4,4,1,4,4,4,,,,,1,1,1,6,4,4,,,,,,,,,,,0,0,6.895,0,0,0,3.293,0,7,4,0,0,3.37,0,4,4,4,4,4,4,1,"Jag är negativt inställd till alla vacciner eftersom man inte vet vilka konsekvenser som kan komma till följd av den. Det kan bli värre biverkningar på vaccinet än vad det hade blivit för själva sjukdomen man vaccinerar för. Jag gör bara obligatoriska vaccin, som stelkramp ",1,1,1,,,2,7,99,1,3,4,,,,2,2,1,1,5,3,3,5,4,,,1,,20,2,3,,2,2,1,,1,1,,2,
1/25/2021 10:19,1/25/2021 10:20,0,100,82,1,1/25/2021 10:20,anonymous,SV,1,Chrome,83.0.4103.106,Android 10,412x869,7,7,7,7,7,7,7,7,,,,,,,,,7,7,7,7,,,,,7,7,,,,,,,,,,,0,0,0.834,0,0.513,0.513,1.02,1,7,7,0.577,0.577,1.215,1,7,7,7,7,7,7,4,Jag är glad att skydda mig,4,4,4,,Fordi,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 10:12,1/25/2021 10:21,0,100,537,1,1/25/2021 10:21,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,375x667,4,4,4,6,5,6,5,5,,,,,,,,,4,6,1,4,,,,,4,4,1.8,8.903,15.702,4,2.272,22.59,31.518,5,7,6,,,,,,,,,,,3.407,23.556,28.873,9,6,3,2,6,7,7,3,Jag kommer att ta det vaccin som erbjuds mig vid allmän vaccinering.,3,3,3,,,1,7,99,,,,6,6,6,1,1,1,2,2,4,5,1,1,Det i slutändan är människor som ska tolka data för att ta beslut och algoritmer sällan ser till risker för de svagaste i samhället.,1,1,,40,2,6,,2,5,1,,21,2,Finska ,3,
1/25/2021 10:08,1/25/2021 10:21,0,100,802,1,1/25/2021 10:21,anonymous,SV,1,Chrome,87.0.4280.141,Android 11,412x915,4,5,6,7,3,4,6,5,,,,,,,,,3,7,2,3,,,,,6,6,,,,,,,,,,,9.818,9.818,20.523,1,9.139,14.414,15.992,3,7,5,7.485,38.035,42.59,4,3,4,3,7,7,5,4,"Jag anser att vid ett utvecklat vaccin så har de med ändå rätt bra marginaler inte bara kastat ut ett vaccin i förhoppning att det kanske blir godkänt. Jag har svårt att tänka mig att detta vaccin skulle godkännas i eu om det inte fanns misstankar om ett ""hopp"" för mänskligheten att få corona ur världen. Sedan kan man fundera hur britterna tänker att påbörja vaccinering innan till exempel eu har godkänt vaccinet....?",4,3,4,1,,2,7,99,,,,7,4,7,2,2,4,6,3,7,1,2,3,Det blir inte rättvist på grund av normalisering,1,1,,27,2,4,,2,8,1,,17,1,,1,"Jag tycker att det är konstigt att man hör så lite om modrrnas vaccin, det bara kom från ingenstans upplever jag. Inte hört nåt talas om det så mycket förutom att sverige skulle fördubbla kontraktet med dem"
1/25/2021 10:13,1/25/2021 10:22,0,100,545,1,1/25/2021 10:22,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1200,,,,,,,,,3,2,2,6,1,2,5,5,,,,,6,6,4,6,6,6,,,,,,,,,,,0,0,24.857,0,0,0,32.302,0,6,6,0,0,31.165,0,5,2,2,6,6,6,4,kommer att vaccinera mig när det är tillgängligt för min åldersgrupp. Kommer att ta det vaccin som erbjuds vid det tillfället. ,4,3,3,,,1,7,99,6,4,5,,,,2,2,3,4,6,1,2,2,6,,3,2,skatteverket för att hitta oegentligheter. ,47,1,6,,2,3,1,,2,1,,1,
1/25/2021 10:13,1/25/2021 10:22,0,100,570,1,1/25/2021 10:22,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,414x736,6,6,6,6,5,4,6,4,,,,,,,,,4,6,5,4,,,,,4,4,1.344,1.344,23.86,1,2.695,4.594,5.717,2,7,4,,,,,,,,,,,3.73,13.761,16.532,4,5,3,2,6,6,5,4,Viktigt att man vaccinera sig och tar gärna det,3,3,3,,,2,7,99,,,,6,7,5,2,2,3,4,6,4,3,3,4,,1,1,,39,1,5,,2,6,1,,12,2,Engelska ,3,
1/25/2021 10:14,1/25/2021 10:24,0,100,571,1,1/25/2021 10:24,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1600x1200,,,,,,,,,1,1,1,3,1,3,1,1,,,,,5,1,1,5,1,2,0,0,14.604,0,0,0,15.978,0,7,3,,,,,,,,,,,0,0,12.295,0,5,5,2,5,5,4,1,Jag förstår varför många blir svårt sjuka i Covid 19. Jag vet också varför det för mig var lindrigare än en normal förkylning. Det skulle inte störa mig ett smack att få viruset igen.,1,1,1,,,2,7,99,2,1,1,,,,2,2,1,1,6,1,1,7,4,,1,2,"Försäkringslassans ""handläggning"" av sjukskrivningar.",54,1,6,,2,4,1,,14,1,,1,Till vilken nytta? Ni är inte intresserade av kunskap.
1/25/2021 10:13,1/25/2021 10:24,0,100,677,1,1/25/2021 10:24,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,360x780,4,4,5,7,4,5,6,6,,,,,,,,,4,6,4,5,,,,,5,5,3.622,32.499,33.418,4,8.319,26.829,28.769,3,7,6,,,,,,,,,,,10.061,36.949,39.864,5,6,2,2,6,6,6,4,Jämfört med svininfluensan så har det här visat sig vara ett reellt hot.,3,3,3,,,1,7,99,,,,5,4,5,2,2,1,3,3,4,4,1,5,,,2,Penningpolitik och andra sannolikhetskalkyler.,37,1,6,,2,8,1,,11,1,,1,
1/25/2021 10:09,1/25/2021 10:24,0,100,939,1,1/25/2021 10:24,anonymous,SV,1,Safari iPhone,Unknown,iPhone,375x667,4,4,4,6,3,4,5,4,,,,,,,,,5,7,5,2,,,,,5,5,,,,,,,,,,,12.241,137.082,138.601,11,2.832,49.923,53.522,8,6,4,8.802,46.14,49.97,10,6,4,2,7,7,6,4,"Jag vill börja LEVA igen. Träffa mitt senaste, snart ett gamla barnbarn. Kinna gå ut och äta, resa, träffa vänner ",2,2,2,,,2,7,99,,,,7,3,1,2,2,1,4,7,5,6,5,4,,,1,,63,1,5,,2,8,1,,20,1,,2,
1/25/2021 10:04,1/25/2021 10:24,0,100,1196,1,1/25/2021 10:24,anonymous,SV,1,Edge,88.0.705.50,Windows NT 10.0,1280x720,,,,,,,,,4,4,4,6,5,6,6,6,,,,,3,6,3,2,5,4,4.159,25.93,42.136,2,7.827,35.744,48.763,2,6,5,,,,,,,,,,,11.843,51.663,53.922,3,6,2,2,6,6,6,3,"Jag vill att det först testats en längre tid och även på sjuka och riskgrupper för att se att inga oväntade biverkningar uppstår., då det är ny teknologi med mRNA vaccin på området.",3,3,3,4,hur det fungerar i verkligheten.,2,7,99,6,4,6,,,,2,2,4,6,3,4,4,2,4,,1,1,,56,2,6,,2,1,1,,12,1,,1,Nej
1/25/2021 10:08,1/25/2021 10:25,0,100,963,1,1/25/2021 10:25,anonymous,SV,1,Chrome,87.0.4280.141,Android 10,360x840,4,4,4,5,4,4,3,2,,,,,,,,,4,7,3,1,,,,,4,2,,,,,,,,,,,20.494,30.729,33,2,17.256,30.306,33.664,7,7,6,20.735,51.671,56.587,13,5,5,5,7,6,4,1,Det känns inte säkert. ,1,1,3,,,2,7,99,,,,2,1,7,2,2,2,7,2,3,1,1,4,,2,2,Polisen ser på olika brottsfall som hänt på olika platser o kan ge en vägledning till sannolikhet att det sker där igen,53,2,4,,1,2,1,,21,1,,1,
1/25/2021 10:13,1/25/2021 10:26,0,100,793,1,1/25/2021 10:26,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,375x812,4,5,4,5,5,4,5,5,,,,,,,,,5,6,3,4,,,,,3,3,2.019,31.256,45.232,2,16.563,19.044,33.839,2,5,4,,,,,,,,,,,16.729,55.084,65.447,3,4,3,2,5,4,5,4,Jag vaccinerar mig för att stoppa smittan,3,2,3,,,1,7,99,,,,4,4,5,2,2,2,3,5,4,2,2,3,Det kan sluta hur som,1,1,,38,1,4,,2,8,1,,14,1,,1,Nej
1/25/2021 10:06,1/25/2021 10:28,0,100,1319,1,1/25/2021 10:28,anonymous,SV,1,Chrome,87.0.4280.141,Macintosh,1440x900,,,,,,,,,6,6,6,7,4,5,5,6,,,,,5,6,5,5,4,3,,,,,,,,,,,0,0,37.846,0,0,0,43.41,0,7,7,0,0,81.005,0,5,1,2,7,6,6,4,"man vill stoppa så fort som möjligt smittspridning i samhället så att mindre personer drabbas av covid-19.
man vill minska belastning av sjukvård.
jag vill inte själv bli smittad.
man vill ha den normala livet.",4,3,4,2,,2,7,99,3,3,5,,,,2,2,2,3,4,4,5,3,5,,2,1,,29,2,6,,1,4,1,,4,2,portugisiska,3,
1/25/2021 10:24,1/25/2021 10:28,0,100,282,1,1/25/2021 10:28,anonymous,SV,1,Safari,4,Android 9,360x640,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,,,,,4,4,,,,,,,,,,,1.879,3.875,5.372,2,1.079,3.289,3.93,3,4,4,1.331,2.479,3.228,2,4,4,4,4,4,4,4,Har redan tagit dwt,2,2,2,,,1,7,99,,,,3,2,4,2,2,1,1,7,4,4,4,4,,,1,,39,1,4,,1,6,1,,20,1,,1,Nej
1/25/2021 9:13,1/25/2021 10:29,0,100,4554,1,1/25/2021 10:29,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 6.1,1920x1080,,,,,,,,,4,4,5,5,5,3,4,4,,,,,5,4,5,5,6,4,,,,,,,,,,,0,0,11.598,0,0,0,8.599,0,7,7,0,0,7.338,0,5,6,5,7,6,6,4,vi har blivit lovande och det och det kommer hållar,3,2,3,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 10:24,1/25/2021 10:30,0,100,336,1,1/25/2021 10:30,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,414x896,4,4,4,7,2,4,5,5,,,,,,,,,5,7,5,4,,,,,3,5,1.792,3.34,5.781,2,1.849,3.346,8.849,2,7,4,,,,,,,,,,,2.681,17.072,18.331,4,6,5,5,5,6,4,4,Litar på att vaccinet är noga testat ,3,3,3,,,1,7,99,,,,6,3,1,1,2,3,4,5,7,3,4,3,Vet ej,1,1,,33,2,6,,2,2,1,,15,1,,1,
1/25/2021 10:24,1/25/2021 10:30,0,100,347,1,1/25/2021 10:30,anonymous,SV,1,Chrome,88.0.4324.93,Android 8.0.0,360x720,4,5,5,4,4,4,5,5,,,,,,,,,3,4,4,3,,,,,4,4,5.419,6.419,8.061,2,11.48,22.086,23.286,2,6,4,,,,,,,,,,,4.93,7.29,12.301,4,6,4,4,5,5,4,3,Jag testar vad som som kan förhindra. Ig att få covid då min kropp en skulle klara det,3,3,4,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2021 10:08,1/25/2021 10:31,0,100,1397,1,1/25/2021 10:31,anonymous,SV,1,Edge,88.0.705.50,Windows NT 10.0,1366x768,,,,,,,,,5,5,5,6,3,5,5,4,,,,,6,6,4,4,5,5,0,0,60.052,0,0,0,102.331,0,7,3,,,,,,,,,,,0,0,84.188,0,6,3,2,6,6,7,4,Jag vill vaccinera mig med det vaccin som blir tillgängligt när min tid kommer,4,3,4,,,1,7,99,5,4,6,,,,2,2,5,6,5,5,5,6,5,,,1,,72,1,4,,2,5,1,,12,1,,1,"FHM är ej beteckningen för Folkhälsomyndighetet, utan For Him Magasins
Googla på det"
1/25/2021 10:34,1/25/2021 10:37,0,100,160,1,1/25/2021 10:37,anonymous,SV,1,Safari iPhone,14.0.3,iPhone,375x667,1,2,1,2,4,7,4,3,,,,,,,,,3,3,2,3,,,,,4,4,0.519,0.519,1.966,1,0.606,1.507,1.894,2,3,6,,,,,,,,,,,0.453,2.701,2.831,2,3,4,3,2,5,3,2,Kehshevsisbd bzndbdsb,2,2,1,,Ksns,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
