EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating.System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.2_6,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.2_6,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q8.3_Page.Submit,Q8.5_Page.Submit,Q8.6,Q8.7,Q10.3_Page.Submit,Q10.5_Page.Submit,Q10.6,Q10.7,Q14.2_Page.Submit,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q160,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q20.5,Q18.4,Q18.5,Q19.2_8,Q19.3,Q19.4,Q19.4_9_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6,psid,pid,country,check,Q86,Q19.2_1,RecipientLastName,Q.20.4,Q417_Page.Submit,Q420,Q421,Q138_Page.Submit,Q141,Q142,Q140,Q19.4_8_TEXT,Q20.4,Q19.4_12_TEXT,device,experimental.group,independence,advice,no.text,intro.submit,manipulation.submit,perceived.independence,safety,IMC,comprehension.check,comprehension.check.failed,female,age,healthcare,healthcare.recoded,native.language,benefits.vaccines,comments.general,intent.vaccine,intent.vaccine.recoded,credibility.item1,credibility.item2.reversed,credibility.item3.reversed,credibility.item4,credibility.item5,credibility.item6,stability,expertise,noninterference,credibility.index,trust.EC,trust.EP,trust.council,trust.scientist,trust.politicians,trust.media,political.ideology,EU.integration,interpersonal.trust,familiarity.EMA,familiarity.advice,credibility.EMA.pre,credibility.EMA.post,trust.health.authorities,perceived.independence.reversed,consequences.health,consequences.economic,importance.EMA,importance.FDA,importance.NRA,importance.EMA.recoded,importance.FDA.recoded,importance.NRA.recoded,private.providers,decision.submit,duration,trust.EU.institutions,province.id,knowledge,manipulation.submit.quartile,manipulation.submit.30,age.10,country.lab,noninterference.recoded,expertise.recoded,stability.recoded,perceived.independence.reversed.recoded,benefits.vaccines.recoded,timer_total_minutes,education,income,migration_background
11-2-2021 10:23,0,77.207.100.174,100,620,1,11-2-2021 10:23,R_2z6DBfKHQP2pS6o,anonymous,FR,1,Edge,88.0.705.63,Windows NT 10.0,1920x1080,0,0,0,0,0,0,0,0,0,5,5,5,6,4,5,6,5,4,0,0,0,0,3,4,3,3,4,4,33.175,27.721,5,5,0,0,0,0,28.549,5,5,4,5,4,6,0,4,"j'ai confiance et je veux etre prot�g�, mieux vaut prendre le risque d'un vaccin que mourir du COVID",3,2,4,0,,1,7,99,6,3,5,0,0,0,2,1,3,4,6,4,4,5,4,0,1,evolution de la disparition de certaines races animales,0,1,3,0,2,6,1,,8,1,,1,neant,VSjgKHrIYN0DIKoq1xO51Q**,1821448746,FR,no,4,62,0,0,0,0,0,0,0,0,0,,0,0,pc,independence,1,0,0,33.175,27.721,5,5,1,1,passed,0,62,0,no,1,4,neant,4,1,5,3,4,5,4,6,6,4.5,4,4.5,5,5,5,6,4,5,6,4,4,3,4,5,4,5,3,6,3,3,2,4,1,0,1,5,28.549,10.333333333333334,5,FR8,0,Q3,Under 30 secs,60-69,4. France,0.46153846153846156,0.65,0.8333333333333334,0.3333333333333333,0.5,10.333333333333334,3,6,0
11-2-2021 10:23,0,77.198.60.111,100,809,1,11-2-2021 10:23,R_211EOxuMD9UILn0,anonymous,FR,1,Firefox,85,Windows NT 10.0,1280x1024,0,0,0,0,0,0,0,0,0,5,5,5,6,3,5,5,5,5,0,0,0,0,5,6,1,6,5,5,0,0,0,0,37.077,45.289,7,2,62.122,6,1,1,6,6,6,0,4,je pense que c'est un bon vaccin et il faut se faire vacciner pour enrayer cette pand�mie,4,4,4,0,,2,7,99,7,4,6,0,0,0,1,2,3,3,4,5,2,6,4,0,2,,0,2,8,0,2,6,1,,10,1,,1,non,VSjgKHrIYN3T4e-joFGSTw**,1855445273,FR,no,6,58,0,0,0,0,0,0,0,0,0,dpas,0,0,pc,advice,0,1,0,37.077,45.289,2,7,1,1,passed,1,58,0,no,1,6,non,4,1,6,7,7,6,6,6,6,6,6.666666666666667,6.333333333333333,5,5,5,6,3,5,4,5,2,3,3,5,6,6,6,7,4,4,4,4,1,1,1,6,62.122,13.483333333333333,5,FR10,0,Q4,30 secs or more,50-59,4. France,1,0.85,0.8333333333333334,0.8333333333333334,0.8333333333333334,13.483333333333333,8,6,0
11-2-2021 10:23,0,77.204.229.100,100,841,1,11-2-2021 10:23,R_qWqGYCwhGDY8wX7,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1680x1050,0,0,0,0,0,0,0,0,0,6,6,6,7,3,5,6,6,5,0,0,0,0,5,6,1,3,5,4,28.611,43.426,4,5,0,0,0,0,57.935,6,3,3,7,6,6,0,4,"parce que j'ai plus de 75 ans et que j'ai re�u une autorisation de me faire vacciner, mais que dans ma r�gion le d�partement 38 il n'y a que trois centres de vaccinations et aucune possibilit� de prendre un rendez vous actuellement, et que par ce que j'en sais le le vaccin Pfizer Biontech qui est actuellement inocul� ici.",4,2,3,0,,1,7,99,5,3,5,0,0,0,2,2,1,1,4,7,5,5,5,2,2,,0,2,1,0,2,3,1,,1,1,,1,je ne vois rien de plus merci.,VSjgKHrIYN3fdBh12cJeSA**,1769043814,FR,no,6,77,0,0,0,0,0,0,0,0,0,,0,0,pc,independence,1,0,0,28.611,43.426,5,4,1,1,passed,1,77,0,no,1,6,je ne vois rien de plus merci.,4,1,6,5,5,7,6,6,6,6.5,5.333333333333333,5.833333333333333,6,6,6,7,3,5,4,7,5,1,1,6,6,5,3,5,3,4,2,3,1,0,1,5,57.935,14.016666666666667,6,FR1,1,Q4,30 secs or more,70-79,4. France,0.6923076923076923,0.9,0.8333333333333334,0.3333333333333333,0.8333333333333334,14.016666666666667,1,3,0
11-2-2021 10:23,0,77.148.244.39,100,452,1,11-2-2021 10:23,R_2zU4GEfhQY5HcwS,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1334x750,0,0,0,0,0,0,0,0,0,6,6,6,6,6,5,7,6,6,0,0,0,0,5,7,2,4,6,6,0,0,0,0,15.749,10.158,7,1,29.516,7,1,1,7,7,6,0,4,je crois fermement � ce vaccin,4,3,4,0,,1,7,99,7,2,5,0,0,0,2,1,3,6,5,7,4,6,5,0,2,,0,1,3,0,2,6,1,,6,1,,1,non,VSjgKHrIYN08JQd1nTEGrg**,1724730488,FR,no,7,63,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,15.749,10.158,1,7,1,0,failed,0,63,0,no,1,7,non,4,1,7,7,7,7,7,6,6,7,7,6.833333333333333,6,6,6,6,6,5,5,7,4,3,6,6,7,5,7,7,2,4,3,4,1,1,1,6,29.516,7.533333333333333,6,FR6,0,Q2,Under 30 secs,60-69,4. France,1,1,0.8333333333333334,1,1,7.533333333333333,3,6,0
11-2-2021 10:23,0,176.136.79.12,100,571,1,11-2-2021 10:23,R_3Dua3Q8TLOQAS2C,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1366x768,0,0,0,0,0,0,0,0,0,4,4,5,6,4,4,4,4,5,0,0,0,0,4,5,5,5,5,5,12.209,18.812,3,5,0,0,0,0,49.37,4,4,5,5,5,3,0,3,il faut ce vacciner pour  s avoir ,4,3,3,0,,2,7,99,6,6,5,0,0,0,1,2,5,5,5,5,6,5,6,2,2,,0,1,2,0,2,1,1,,7,1,,1,,VSjgKHrIYN3_97Jjbgga0w**,1613110145,FR,no,5,55,0,0,0,0,0,0,0,0,0,,0,0,pc,independence,1,0,0,12.209,18.812,5,3,1,0,failed,0,55,0,no,1,5,,3,0.6666666666666666,4,4,3,5,5,3,3,5,3.6666666666666665,4,4,4,5,6,4,4,5,5,6,5,5,4,5,5,3,6,6,4,3,3,1,1,1,5,49.37,9.516666666666667,4.333333333333333,FR7,0,Q2,Under 30 secs,50-59,4. France,0.46153846153846156,0.65,0.3333333333333333,0.3333333333333333,0.6666666666666666,9.516666666666667,2,1,0
11-2-2021 10:23,0,86.249.80.35,100,788,1,11-2-2021 10:23,R_T7TyPm9Ajk2cwF3,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1360x768,0,0,0,0,0,0,0,0,0,3,3,4,3,2,2,4,5,5,0,0,0,0,1,3,3,2,4,4,0,0,0,0,5.217,5.761,5,6,8.691,6,5,7,5,6,5,0,2,pas assez de recul pour me faire vacciner (moi et mon �pouse) attendons de voir. Suis tr�s perplexe sur la vaccination en g�n�ral. J'ai 70 ans... jamais eu la grippe !! je touche du bois !! � la retraite je me suis d�cid� de me vacciner contre cette maladie et je n'ai jamais �t� plus malade comme un chien que cette ann�e l�...depuis j'ai arr�t� et pas de grippe comme du temps de mon activit�. ,2,2,1,0,,2,7,99,6,5,4,0,0,0,2,1,7,4,6,4,6,7,5,1,2,,0,1,2,0,2,7,1,,8,1,,1,ENQU�TE TRES INTERESSANTE ET SURTOUT AU GOUT DU JOUR  MERCI,VSjgKHrIYN0NpL7-Nzny8w**,1488240567,FR,no,5,70,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,5.217,5.761,6,5,1,1,passed,0,70,0,no,1,3,ENQU�TE TRES INTERESSANTE ET SURTOUT AU GOUT DU JOUR  MERCI,2,0.3333333333333333,6,3,1,5,6,5,5,5.5,3.3333333333333335,4.333333333333333,3,3,4,3,2,2,6,4,6,7,4,5,5,4,2,6,5,2,2,1,0,0,0,7,8.691,13.133333333333333,3.3333333333333335,FR8,0,Q1,Under 30 secs,70-79,4. France,0.23076923076923078,0.8,0.6666666666666666,0.16666666666666666,0.3333333333333333,13.133333333333333,2,7,0
11-2-2021 10:23,0,93.25.243.203,100,612,1,11-2-2021 10:23,R_yruCXTWDSXzOqMF,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1600x900,0,0,0,0,0,0,0,0,0,1,1,1,4,1,4,1,1,1,0,0,0,0,1,6,1,1,3,2,36.702,54.758,7,6,0,0,0,0,39.401,2,7,7,4,4,4,0,3,"je suis pr�te pour me faire vacciner mais je ne suis pas prioritaire, donc j'attend mon tour",2,1,3,0,,1,7,99,7,7,5,0,0,0,2,2,1,1,4,1,1,7,1,1,1,"le quotient familial, si on d�passe d'un point, on est hors des clous",0,2,3,0,2,2,1,,12,1,,1,non,VSjgKHrIYN3NFIdo9k8g9Q**,1368963852,FR,no,4,47,0,0,0,0,0,0,0,0,0,,0,0,pc,independence,1,0,0,36.702,54.758,6,7,1,1,passed,1,47,0,no,1,6,non,3,0.6666666666666666,2,1,1,4,4,4,4,4,1.3333333333333333,2.6666666666666665,1,1,1,4,1,4,4,1,1,1,1,1,4,5,2,7,7,2,1,3,0,0,1,7,39.401,10.2,1,FR12,1,Q4,30 secs or more,40-49,4. France,0.07692307692307693,0.45,0.5,0.16666666666666666,0.8333333333333334,10.2,3,2,0
11-2-2021 10:24,0,88.162.149.13,100,600,1,11-2-2021 10:24,R_1psp41e94ULbOY9,anonymous,FR,1,Edge,88.0.705.63,Windows NT 10.0,1920x1080,0,0,0,0,0,0,0,0,0,6,5,6,5,6,5,6,5,6,0,0,0,0,5,6,5,6,5,6,0,0,0,0,1.632,1.411,5,4,1.035,6,4,5,5,5,5,0,1,parce que je n'ai pas confiance,4,3,4,0,,2,7,99,6,5,5,0,0,0,2,2,6,5,6,5,5,5,6,2,2,,0,1,2,0,2,2,1,,3,1,,1,non,VSjgKHrIYN1Y-lUVdB-j-A**,1896056035,FR,no,6,44,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,1.632,1.411,4,5,1,1,passed,0,44,0,no,1,6,non,1,0,6,4,3,5,5,5,5,5,4.333333333333333,4.666666666666667,6,5,6,5,6,5,6,5,5,6,5,5,6,5,4,6,5,4,3,4,1,1,1,5,1.035,10,5.666666666666667,FR3,1,Q1,Under 30 secs,40-49,4. France,0.46153846153846156,0.75,0.6666666666666666,0.5,0.8333333333333334,10,2,2,0
11-2-2021 10:24,0,176.140.20.90,100,561,1,11-2-2021 10:24,R_2qkrtl14JaJkygz,anonymous,FR,1,Edge,88.0.705.63,Windows NT 10.0,1920x1080,0,0,0,0,0,0,0,0,0,6,6,7,7,1,6,6,7,7,0,0,0,0,6,7,1,4,7,6,0,0,0,0,20.498,30.534,6,7,94.483,4,6,7,5,4,7,0,2,quel est la composition et ses effets secondaires ? trop tot pour le dire,3,2,3,0,,1,7,99,7,7,2,0,0,0,2,2,4,5,4,7,3,1,7,2,1,je n'en ai pas ,0,2,4,0,2,2,1,,3,1,,1,rien de plus,VSjgKHrIYN1a8_frgzIFCg**,1488089540,FR,no,5,49,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,20.498,30.534,7,6,1,0,failed,1,49,0,no,1,7,rien de plus,2,0.3333333333333333,4,2,1,5,4,7,7,4.5,2.3333333333333335,3.8333333333333335,6,6,7,7,1,6,4,7,3,4,5,7,5,2,1,7,7,3,2,3,1,0,1,1,94.483,9.35,6.333333333333333,FR3,1,Q3,30 secs or more,40-49,4. France,0.15384615384615385,0.6,1,0,1,9.35,4,2,0
11-2-2021 10:24,0,86.227.39.60,100,726,1,11-2-2021 10:24,R_1KpSSAynucSpA8a,anonymous,FR,1,Edge,88.0.705.63,Windows NT 10.0,1536x864,0,0,0,0,0,0,0,0,0,6,6,6,7,5,5,5,5,6,0,0,0,0,7,7,3,4,5,5,0,0,0,0,31.754,20.379,7,5,66.212,5,4,4,5,6,5,0,2,je suis traitee pour un probleme cardiaque actuellement c est mon medecin qui decidera,4,3,4,0,,2,7,99,7,1,7,0,0,0,2,1,1,1,4,7,1,4,6,2,1,la 5g,0,2,5,0,2,8,1,,11,1,,1,,VSjgKHrIYN37krguhSlMKA**,1544687778,FR,no,6,32,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,31.754,20.379,5,7,1,1,passed,1,32,0,no,1,7,,2,0.3333333333333333,5,4,4,5,6,5,5,5.5,4.333333333333333,4.833333333333333,6,6,6,7,5,5,4,7,1,1,1,5,6,7,3,7,1,4,3,4,1,1,1,4,66.212,12.1,6,FR11,0,Q3,Under 30 secs,30-39,4. France,0.5384615384615384,0.75,0.6666666666666666,0.3333333333333333,1,12.1,5,8,0
11-2-2021 10:24,0,77.132.55.22,100,616,1,11-2-2021 10:24,R_3OdGmF9NEpK1SQI,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1600x900,0,0,0,0,0,0,0,0,0,5,5,5,6,3,5,6,6,5,0,0,0,0,5,7,1,2,2,2,0,0,0,0,20.869,14.859,7,4,21.965,4,5,2,4,5,3,0,4,"je pense que son efficacit� est prouv�e. Ensuite, en admettant qu'il y a un risque minimal de contacter le COVID malgr� la vaccination, je pense qu'il faut se vacciner : c'est mieux que rien.",2,2,2,4,r�sultats diffus�s par le m�dias,2,7,99,6,4,6,0,0,0,2,2,2,2,2,6,2,2,2,1,2,,0,1,3,0,2,4,1,,10,1,,1,non. tout est clair pour moi,VSjgKHrIYN1oCOJ7PbMc3g**,1488247901,FR,no,5,56,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,20.869,14.859,4,7,1,1,passed,0,56,0,no,1,7,non. tout est clair pour moi,4,1,4,3,6,4,5,3,3,4.5,4.333333333333333,4.166666666666667,5,5,5,6,3,5,2,6,2,2,2,6,5,6,4,6,4,2,2,2,0,0,0,2,21.965,10.266666666666667,5,FR10,1,Q2,Under 30 secs,50-59,4. France,0.6153846153846154,0.6,0.3333333333333333,0.5,1,10.266666666666667,3,4,0
11-2-2021 10:24,0,78.238.128.54,100,810,1,11-2-2021 10:24,R_CfCMFYi11iR37rj,anonymous,FR,1,Edge,88.0.705.63,Windows NT 10.0,1600x900,0,0,0,0,0,0,0,0,0,4,4,4,7,4,4,7,7,7,0,0,0,0,7,7,1,1,4,4,29.618,30.316,7,1,0,0,0,0,53.445,7,1,1,7,7,7,0,4,"Plus vite la population sera vaccin�, plus vite on sortira de la crise actuelle.",4,3,4,0,,2,7,99,7,4,7,0,0,0,2,2,1,1,4,4,1,1,4,0,2,,0,1,3,0,2,4,1,,6,1,,1,,VSjgKHrIYN27a-Jkk_TSNw**,1872666710,FR,no,7,59,0,0,0,0,0,0,0,0,0,,0,0,pc,independence,1,0,0,29.618,30.316,1,7,1,0,failed,0,59,0,no,1,7,,4,1,7,7,7,7,7,7,7,7,7,7,4,4,4,7,4,4,4,4,1,1,1,7,7,7,7,7,4,4,3,4,1,1,1,1,53.445,13.5,4,FR6,1,Q3,30 secs or more,50-59,4. France,1,1,1,1,1,13.5,3,4,0
11-2-2021 10:24,0,91.160.196.180,100,741,1,11-2-2021 10:24,R_qIuI4ysNhrCwBWh,anonymous,FR,1,Firefox,85,Windows NT 6.3,1600x900,0,0,0,0,0,0,0,0,0,3,3,3,6,2,1,5,6,6,0,0,0,0,5,7,1,4,5,4,19.745,25.264,7,4,0,0,0,0,41.637,7,1,1,7,7,7,0,3,C'est le vaccin nouvelle g�n�ration sur lequel on aura le plus de recul quant � son efficacit� et son innocuit�..,4,4,4,0,,1,7,99,7,2,6,0,0,0,2,2,1,7,3,7,7,5,6,0,1,Pour pr�dire l'�volution de la pand�mie et prendre des d�cisions au long court.,0,1,4,0,2,6,1,,13,1,,1,non,VSjgKHrIYN1p8DPQvfmrTg**,1488252390,FR,no,7,69,0,0,0,0,0,0,0,0,0,,0,0,pc,independence,1,0,0,19.745,25.264,4,7,1,1,passed,0,69,0,no,1,7,non,3,0.6666666666666666,7,7,7,7,7,7,7,7,7,7,3,3,3,6,2,1,3,7,7,1,7,6,7,6,4,7,2,4,4,4,1,1,1,5,41.637,12.35,3,FR13,1,Q3,Under 30 secs,60-69,4. France,1,1,1,0.5,1,12.35,4,6,0
11-2-2021 10:24,0,82.64.195.136,100,433,1,11-2-2021 10:24,R_2Sw3HcA1Rk1heys,anonymous,FR,1,Firefox,85,Windows NT 10.0,1280x800,0,0,0,0,0,0,0,0,0,5,6,5,5,5,6,5,6,5,0,0,0,0,5,6,6,6,5,5,0,0,0,0,1.89,2.936,5,4,9.444,5,6,5,6,5,5,0,4,il faut le faire,3,2,3,0,,3,7,99,5,6,6,0,0,0,2,2,5,5,5,5,4,6,5,2,1,tout est regi par des mod�les,0,1,6,0,2,8,1,,8,1,,1,"non, tout bien",VSjgKHrIYN1GmpOXr-girw**,1488286094,FR,no,6,43,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,1.89,2.936,4,5,1,0,failed,0,43,0,no,1,6,"non, tout bien",4,1,5,2,3,6,5,5,5,5.5,3.3333333333333335,4.333333333333333,5,6,5,5,5,6,5,5,4,5,5,6,6,6,4,5,6,3,2,3,1,0,1,6,9.444,7.216666666666667,5.333333333333333,FR8,1,Q1,Under 30 secs,40-49,4. France,0.3076923076923077,0.75,0.6666666666666666,0.5,0.8333333333333334,7.216666666666667,6,8,0
11-2-2021 10:24,0,77.192.203.197,100,880,1,11-2-2021 10:24,R_3hzhJgt8nynKtcW,anonymous,FR,1,Firefox,85,Windows NT 6.1,1920x1080,0,0,0,0,0,0,0,0,0,2,2,2,6,1,2,5,3,3,0,0,0,0,3,6,3,4,1,1,0,0,0,0,37.709,50.14,7,6,68.832,6,5,4,6,6,7,0,3,le gouvernement impose le vaccin que l'ion doit recevoir,3,1,3,0,,2,7,99,7,6,2,0,0,0,2,1,7,1,2,1,3,4,2,0,1,info.gouv.fr,0,1,3,0,2,7,1,,6,1,,1,c'est parfait,VSjgKHrIYN0lC2seHRO0RQ**,1664311431,FR,no,6,64,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,37.709,50.14,6,7,1,1,passed,0,64,0,no,1,6,c'est parfait,3,0.6666666666666666,6,3,4,6,6,7,7,6,4.333333333333333,5.333333333333333,2,2,2,6,1,2,2,1,3,7,1,3,6,2,2,7,6,3,1,3,1,0,1,4,68.832,14.666666666666666,2,FR6,0,Q4,30 secs or more,60-69,4. France,0.46153846153846156,0.85,1,0.16666666666666666,0.8333333333333334,14.666666666666666,3,7,0
11-2-2021 10:24,0,77.201.134.52,100,707,1,11-2-2021 10:24,R_BFaffqVJ8Dipi93,anonymous,FR,1,Edge,88.0.705.63,Windows NT 10.0,1366x768,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,0,0,0,0,7,7,7,7,5,6,136.983,25.932,6,6,0,0,0,0,15.54,5,6,5,5,6,5,0,3,je n'ai pas le choix ,3,3,3,0,,1,7,99,7,7,6,0,0,0,2,1,5,5,5,5,6,5,5,1,2,,0,1,4,0,2,3,1,,7,1,,1,non,VSjgKHrIYN2lwKX5_hL5wQ**,1803486024,FR,no,5,31,0,0,0,0,0,0,0,0,0,,0,0,pc,independence,1,0,0,136.983,25.932,6,6,1,1,passed,0,31,0,no,1,7,non,3,0.6666666666666666,5,2,3,5,6,5,5,5.5,3.3333333333333335,4.333333333333333,6,6,6,6,6,6,5,5,6,5,5,6,5,6,2,7,7,3,3,3,1,1,1,5,15.54,11.783333333333333,6,FR7,0,Q3,Under 30 secs,30-39,4. France,0.3076923076923077,0.75,0.6666666666666666,0.16666666666666666,1,11.783333333333333,4,3,0
11-2-2021 10:24,0,92.156.107.2,100,620,1,11-2-2021 10:24,R_3Op5vB4AcNBpy65,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 6.1,1920x1080,0,0,0,0,0,0,0,0,0,3,3,3,5,1,4,4,3,3,0,0,0,0,6,5,1,6,6,6,0,0,0,0,34.719,26.021,6,5,44.257,6,5,4,6,6,6,0,3,"tout d�pendra de la disponibilit� de ce vaccin, de plus on ne choisit pas le vaccin que l'on souhaite.",2,3,3,0,,2,7,99,7,6,4,0,0,0,2,2,5,4,4,4,4,5,5,2,1,�volution d'une pand�mie,0,1,4,0,2,3,1,,10,1,,1,ras,VSjgKHrIYN3dLG63h-4J5w**,1489062427,FR,no,4,48,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,34.719,26.021,5,6,1,1,passed,0,48,0,no,1,5,ras,3,0.6666666666666666,6,3,4,6,6,6,6,6,4.333333333333333,5.166666666666667,3,3,3,5,1,4,4,4,4,5,4,3,4,4,3,7,6,2,3,3,0,1,1,5,44.257,10.333333333333334,3,FR10,1,Q3,Under 30 secs,40-49,4. France,0.46153846153846156,0.85,0.8333333333333334,0.3333333333333333,0.6666666666666666,10.333333333333334,4,3,0
11-2-2021 10:24,0,93.4.84.229,100,606,1,11-2-2021 10:24,R_YcaI29MAu2BnSIp,anonymous,FR,1,Firefox,85,Windows NT 10.0,1920x1080,0,0,0,0,0,0,0,0,0,5,3,4,5,4,3,4,5,5,0,0,0,0,5,6,6,5,4,4,0,0,0,0,42.075,15.266,6,6,32.57,5,5,4,5,4,4,0,4,C'est un moyen de pr�vention contre la Covid,3,4,4,0,,2,7,99,6,6,6,0,0,0,2,2,2,1,4,4,4,4,4,2,2,,0,1,6,0,2,1,1,,13,1,,3,non,VSjgKHrIYN1lOtxMgLsZTQ**,1880746377,FR,no,5,34,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,42.075,15.266,6,6,1,1,passed,0,34,0,no,1,6,non,4,1,5,3,4,5,4,4,4,4.5,4,4.166666666666667,5,3,4,5,4,3,4,4,4,2,1,5,5,6,2,6,6,3,4,4,1,1,1,4,32.57,10.1,4,FR13,1,Q2,Under 30 secs,30-39,4. France,0.46153846153846156,0.65,0.5,0.16666666666666666,0.8333333333333334,10.1,6,1,1
11-2-2021 10:24,0,89.90.189.8,100,681,1,11-2-2021 10:24,R_3oMGnRnPajcxUti,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1600x900,0,0,0,0,0,0,0,0,0,5,5,5,6,6,5,5,5,5,0,0,0,0,5,7,3,4,6,5,0,0,0,0,31.932,38.567,5,4,37.711,7,2,2,6,6,6,0,4,pour �tre moins vuln�rable,3,3,4,0,,2,7,99,5,3,6,0,0,0,2,1,6,1,5,5,4,5,6,2,2,,0,2,4,0,2,2,1,,8,1,,1,non,VSjgKHrIYN3qVV2EbpV0QQ**,1635401160,FR,no,6,62,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,31.932,38.567,4,5,1,1,passed,1,62,0,no,1,7,non,4,1,7,6,6,6,6,6,6,6,6.333333333333333,6.166666666666667,5,5,5,6,6,5,5,5,4,6,1,5,6,6,4,5,3,3,3,4,1,1,1,5,37.711,11.35,5,FR8,0,Q4,30 secs or more,60-69,4. France,0.8461538461538461,0.9,0.8333333333333334,0.5,1,11.35,4,2,0
11-2-2021 10:24,0,93.15.219.151,100,478,1,11-2-2021 10:24,R_2EmG2T3HL1ZXTDA,anonymous,FR,1,Chrome,88.0.4324.150,Windows NT 10.0,1920x1080,0,0,0,0,0,0,0,0,0,6,4,5,4,4,3,6,5,5,0,0,0,0,2,4,1,3,3,2,0,0,0,0,21.093,21.87,7,4,32.566,5,3,3,5,5,4,0,3,ce vaccin semble avoir �t� correctement �valu�. Avec un peu de recul on verra son efficacit�,4,3,4,0,,2,7,99,5,3,4,0,0,0,2,2,2,4,4,6,5,3,3,0,2,,0,2,3,0,2,1,1,,10,1,,1,non,VSjgKHrIYN1rrnQMV4U86A**,1488916017,FR,no,5,63,0,0,0,0,0,0,0,0,0,,0,0,pc,advice,0,1,0,21.093,21.87,4,7,1,1,passed,1,63,0,no,1,4,non,3,0.6666666666666666,5,5,5,5,5,4,4,5,5,4.833333333333333,6,4,5,4,4,3,4,6,5,2,4,5,5,4,4,5,3,4,3,4,1,1,1,3,32.566,7.966666666666667,5,FR10,1,Q3,Under 30 secs,60-69,4. France,0.6923076923076923,0.7,0.5,0.5,0.5,7.966666666666667,3,1,0
11-2-2021 10:24,0,86.216.143.56,100,491,1,11-2-2021 10:24,R_2fdO6Z0H3u5ZzWi,anonymous,FR,1,Safari,13.1.3,Macintosh,1440x900,0,0,0,0,0,0,0,0,0,4,4,4,5,4,3,6,4,4,0,0,0,0,1,4,1,5,5,5,21.231,6.224,5,4,0,0,0,0,2.427,6,5,5,4,3,5,0,1,parce que je ne suis pas forcement pour les vaccins surtout quand au final on en sait pas plus que �a sur le virus ,3,3,3,0,,2,7,99,5,4,4,0,0,0,1,1,4,3,5,4,3,5,5,1,2,,0,2,4,0,2,6,1,,5,1,,1,non,VSjgKHrIYN2hwo2ZXM1yAQ**,1875420997,FR,no,4,27,0,0,0,0,0,0,0,0,0,,0,0,pc,independence,1,0,0,21.231,6.224,4,5,1,0,failed,1,27,0,no,1,4,non,1,0,6,3,3,4,3,5,5,3.5,4,4,4,4,4,5,4,3,5,4,3,4,3,4,4,4,4,5,4,3,3,3,1,1,1,5,2.427,8.183333333333334,4,FR5,0,Q1,Under 30 secs,younger than 30,4. France,0.38461538461538464,0.6,0.6666666666666666,0.5,0.5,8.183333333333334,4,6,0
