StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q8.3_First Click,Q8.3_Last Click,Q8.3_Page Submit,Q8.3_Click Count,Q8.5_First Click,Q8.5_Last Click,Q8.5_Page Submit,Q8.5_Click Count,Q8.6,Q8.7,Q10.3_First Click,Q10.3_Last Click,Q10.3_Page Submit,Q10.3_Click Count,Q10.5_First Click,Q10.5_Last Click,Q10.5_Page Submit,Q10.5_Click Count,Q10.6,Q10.7,Q138_First Click,Q138_Last Click,Q138_Page Submit,Q138_Click Count,Q141,Q142,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q140,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q.20.4,Q20.5,Q18.4,Q18.5,Q19.2_1,Q19.3,Q19.4,Q19.4_12_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6
2/1/2021 6:25,2/1/2021 6:29,0,100,255,1,2/1/2021 6:29,anonymous,SV,1,Chrome,88.0.4324.93,Android 7.1.1,320x569,6,6,6,7,6,6,6,6,,,,,,,,,5,5,5,4,,,,,5,5,,,,,,,,,,,,,,,,,,,,,1.638,3.168,10.131,3,6,6,1.163,5.635,11.848,7,5,6,6,5,6,6,6,3,Det hjälper mot smittan ,3,3,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:07,2/1/2021 6:30,0,100,1386,1,2/1/2021 6:30,anonymous,SV,1,Edge,88.0.705.56,Windows NT 10.0,2560x1440,,,,,,,,,2,2,2,4,5,5,1,4,,,,,7,5,2,3,6,5,,,,,,,,,,,0,0,32.827,0,0,0,42.262,0,7,6,,,,,,,0,0,45.664,0,3,7,6,5,4,7,3,3,Skepsis finns för läkemedelsindustrin. Anser att läkemedelsindustrin köper läkare genom att bekosta forskning i rent vinstintresse.,2,2,3,,,2,7,99,5,2,3,,,,2,1,3,3,5,4,2,5,6,,3,2,"Kan användas av socialtjänsten för att räkna ut bidra
Se risken om en person återfaller i brott",74,1,6,,2,8,1,,20,1,,1,Trevlig enkät
2/1/2021 6:22,2/1/2021 6:30,0,100,496,1,2/1/2021 6:30,anonymous,SV,1,Chrome,87.0.4280.101,Android 6.0,360x640,5,5,5,5,3,4,4,4,,,,,,,,,4,2,1,3,,,,,3,2,1.12,6.118,6.597,3,0.922,2.058,3.35,2,6,5,,,,,,,,,,,,,,,,,2.825,5.103,6.742,4,7,4,4,3,5,4,6,2,Ogillar vaccination,1,1,2,,,1,7,99,,,,3,6,6,1,1,1,1,2,3,2,4,2,Ingen empati,1,1,,59,2,5,,2,7,1,,6,1,,1,
2/1/2021 6:29,2/1/2021 6:30,0,100,89,1,2/1/2021 6:30,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,375x667,3,4,4,4,5,6,4,2,,,,,,,,,4,6,4,1,,,,,2,2,,,,,,,,,,,0.562,1.08,1.684,2,0.499,0.499,2.277,1,3,4,,,,,,,0.435,0.435,2.963,1,4,2,6,5,5,5,3,3,Därför,2,3,4,4,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:22,2/1/2021 6:31,0,100,541,1,2/1/2021 6:31,anonymous,SV,1,Chrome iPhone,87.0.4280.77,iPhone,414x896,5,5,5,6,4,6,6,6,,,,,,,,,1,4,4,5,,,,,4,4,,,,,,,,,,,2.561,20.98,23.841,2,7.386,24.611,28.501,6,6,4,,,,,,,5.486,25.029,29.239,5,6,5,4,4,5,3,5,1,Jag är orolig för biverkningarna med tanke på den korta tid som vaccinet har producerats på.,2,2,2,,,2,7,99,,,,4,4,4,1,2,2,2,3,7,4,6,4,,,1,,23,2,6,,2,5,1,,11,1,,1,Viktig enkät/undersökning!
2/1/2021 5:34,2/1/2021 6:32,0,100,3435,1,2/1/2021 6:32,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,5,5,5,6,3,5,6,4,,,,,4,5,1,2,5,5,,,,,,,,,,,,,,,,,,,,,0,0,55.473,0,6,6,0,0,2604.506,0,6,3,5,5,5,6,6,3,Jag vill ha första bästa vaccin som kommer att erbjudas,3,3,3,,,4,7,99,6,6,4,,,,2,2,2,2,5,3,2,6,5,,2,1,,73,2,5,,2,4,1,,12,1,,1,
2/1/2021 6:24,2/1/2021 6:32,0,100,500,1,2/1/2021 6:32,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,,,,,,,,3,3,3,7,1,4,5,5,,,,,2,5,5,1,4,4,0,0,2.782,0,0,0,1.58,0,6,5,,,,,,,,,,,,,,,,,0,0,3.014,0,4,3,3,5,5,4,5,3,Det är viktigt att ta vaccinet men jag vill vänta en stund för att se vad som händer,3,3,3,,,2,7,99,3,1,5,,,,1,2,1,2,4,2,4,5,4,,,1,,54,1,2,,2,1,1,,12,2,Norska,3,
2/1/2021 6:17,2/1/2021 6:33,0,100,976,1,2/1/2021 6:33,anonymous,SV,1,Firefox,78,Macintosh,1280x800,,,,,,,,,4,4,4,5,4,4,4,4,,,,,5,5,5,3,4,3,0,0,201.158,0,0,0,47.61,0,6,4,,,,,,,,,,,,,,,,,0,0,66.759,0,4,4,3,5,5,6,4,3,"I och med att jag i mitt land inte vet vilket av de tre olika vaccin som jag i så fall blir erbjuden, svarade jag som jag gjorde.",3,3,4,,,1,7,99,5,4,5,,,,2,1,4,4,4,4,5,4,5,,,2,Nej,64,2,5,,2,1,1,,21,1,,1,Nej
2/1/2021 6:20,2/1/2021 6:34,0,100,881,1,2/1/2021 6:34,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 6.1,1280x720,,,,,,,,,3,3,3,5,3,3,3,3,,,,,5,7,3,1,5,4,,,,,,,,,,,,,,,,,,,,,154.121,154.121,184.686,2,7,6,41.795,41.795,41.795,1,4,1,1,5,5,7,5,4,klart man ska ta vaccin ,3,2,1,,,2,7,99,1,1,3,,,,1,1,3,3,2,4,6,3,5,,2,1,,58,1,5,,2,1,1,,8,1,,1,
2/1/2021 6:29,2/1/2021 6:35,0,100,332,1,2/1/2021 6:35,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,414x896,4,5,4,3,2,4,3,4,,,,,,,,,4,2,4,3,,,,,4,4,0.423,1.151,1.801,2,1.738,1.738,9.878,1,5,4,,,,,,,,,,,,,,,,,1.646,31.38,33.417,3,3,4,4,4,5,4,5,2,Vaccinet är för snabbt framtaget ,2,2,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 5:56,2/1/2021 6:35,0,100,2310,1,2/1/2021 6:35,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 6.1,1093x615,,,,,,,,,7,7,7,7,7,7,7,7,,,,,7,7,7,4,7,7,0,0,63.548,0,0,0,52.305,0,7,7,,,,,,,,,,,,,,,,,0,0,138.764,0,7,1,1,7,7,7,7,4,الاعراض جانبية وسوف تزول بعد قليل,3,1,4,,,4,7,,7,7,7,,,,1,2,7,7,4,5,5,7,7,,1,2,استخدام الخوارزميات في معظم الاعمال,46,2,6,,2,1,1,,12,2,العربية,3,الشكر للمعلومات
2/1/2021 6:34,2/1/2021 6:35,0,100,96,1,2/1/2021 6:35,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,,,,,,,,2,5,2,5,4,6,3,5,,,,,2,5,2,4,6,4,,,,,,,,,,,,,,,,,,,,,1.009,1.519,2.531,2,3,4,1.035,1.035,1.955,1,2,5,5,4,3,3,4,2,För lite studier (år),3,2,3,1,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:17,2/1/2021 6:36,0,100,1086,1,2/1/2021 6:36,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,,,,,,,,5,5,5,6,5,7,7,6,,,,,4,6,3,2,4,3,,,,,,,,,,,,,,,,,,,,,45.177,45.177,54.449,1,7,6,3.512,108.325,110.874,2,7,2,2,7,7,7,6,3,jag är överviktig och har högt blodtryck,4,3,4,,,4,7,99,6,5,5,,,,2,2,2,6,5,3,3,6,4,,,1,,46,1,6,,2,4,1,,11,1,,3,
2/1/2021 6:16,2/1/2021 6:36,0,100,1188,1,2/1/2021 6:36,anonymous,SV,1,Chrome,88.0.4324.93,Android 6.0.1,360x640,4,5,4,5,3,5,4,4,,,,,,,,,3,4,2,4,,,,,5,4,,,,,,,,,,,,,,,,,,,,,17.925,61.442,62.319,3,6,5,17.75,106.736,117.969,7,7,1,1,6,6,4,6,4,Jag tror på den .,2,4,1,4,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:29,2/1/2021 6:37,0,100,448,1,2/1/2021 6:37,anonymous,SV,1,Chrome,83.0.4103.106,Android 10,360x760,5,4,4,6,5,5,6,6,,,,,,,,,4,5,3,4,,,,,4,4,,,,,,,,,,,14.524,23.885,29.509,3,4.052,14.983,26.871,3,6,5,,,,,,,5.342,9.006,11.58,3,4,5,6,5,6,5,5,3,Jag har valt att vaccinera mig när det är möjligt. Vet ej vilket vaccin det blir.,4,3,4,,,2,7,99,,,,5,3,5,1,2,2,2,5,4,3,5,4,,2,1,,27,2,4,,1,5,1,,7,1,,1,
2/1/2021 6:28,2/1/2021 6:38,0,100,556,1,2/1/2021 6:38,anonymous,SV,1,Chrome,83.0.4103.106,Android 10,360x740,4,4,4,4,4,4,4,4,,,,,,,,,5,7,7,4,,,,,4,5,7.727,9.846,10.757,2,8.104,13.616,17.449,3,7,4,,,,,,,,,,,,,,,,,31.066,53.048,53.765,4,7,4,4,7,7,4,7,3,Måste kontrollera först vad vaccinet innehåller relaterat till allergier och annan kronisk sjukdom ,4,4,4,,. ,2,7,99,,,,7,4,7,1,2,1,4,3,4,1,6,4,,,1,,55,2,5,,1,5,1,,12,1,,1,Vill veta mer om vaccinet
2/1/2021 6:31,2/1/2021 6:38,0,100,409,1,2/1/2021 6:38,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,375x667,5,5,5,6,5,5,5,5,,,,,,,,,4,6,2,4,,,,,5,4,,,,,,,,,,,1.158,1.158,3.889,1,0.843,0.843,3.288,1,7,4,,,,,,,2.827,3.996,8.826,2,5,4,4,6,5,4,5,4,Jag vill ta vaccinet efter att alla i riskgrupp fått det,3,3,3,,,2,7,99,,,,6,7,5,2,1,5,5,2,5,5,4,4,,2,2,Datorprogram,52,2,6,,2,8,1,,11,1,,1,Nej
2/1/2021 6:27,2/1/2021 6:39,0,100,697,1,2/1/2021 6:39,anonymous,SV,1,Chrome,88.0.4324.93,Android 8.0.0,412x732,2,2,2,5,1,2,5,3,,,,,,,,,5,4,1,1,,,,,3,1,10.867,10.867,23.424,1,14.739,16.815,28.471,2,7,4,,,,,,,,,,,,,,,,,16.001,37.338,40.755,3,2,7,7,3,3,3,3,3,Bäst att ta skyddet när och om det erbjuds. Är inte ung och motståndskraftig.,1,1,3,,,1,7,99,,,,6,5,1,2,2,1,1,4,1,1,5,5,,1,1,,66,2,4,,2,1,1,,19,2,Finska,3,Nej
2/1/2021 6:25,2/1/2021 6:39,0,100,824,1,2/1/2021 6:39,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,412x915,1,2,1,5,1,1,4,4,,,,,,,,,2,5,4,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,1.768,1.768,34.063,1,5,6,2.684,65.32,83.068,7,2,7,7,7,1,7,4,1,"Efter fadäsen med 500 unga som fick narkolepsi av svininfluensavaccinet -och fortfarande INTE får hjälp av staten-känns det inte relevant att ett nytt vaccin, av en typ som aldrig använts tidigare på människor (mRna-tekniken) ska testas i ""general population"" innan korrekta långtidsstudier kunnat genomföras.",2,2,1,4,Långtidsstudier,4,7,99,,,,1,5,3,2,2,1,1,5,1,3,4,4,,1,1,,44,1,5,,2,8,1,,17,1,,2,
2/1/2021 6:34,2/1/2021 6:39,0,100,310,1,2/1/2021 6:39,anonymous,SV,1,Edge,18.17763,Windows NT 10.0,1920x1080,,,,,,,,,4,5,4,5,4,3,4,4,,,,,3,4,5,4,3,4,0,0,11.816,0,0,0,14.705,0,6,3,,,,,,,,,,,,,,,,,0,0,22.458,0,2,4,5,6,5,5,6,3,Osäker på att det är säkert och helt utan biverkningar som ej ger men för livet.,3,2,3,,nej,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:27,2/1/2021 6:40,0,100,740,1,2/1/2021 6:40,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,,,,,,,,,7,7,7,7,5,7,7,7,,,,,2,6,2,1,2,2,,,,,,,,,,,,,,,,,,,,,1.558,2.234,22.086,2,7,2,3.486,52.9,53.702,5,7,1,1,7,7,7,7,4,"För att jag tror att vaccinering är nödvändigt för att stoppa covid, och anser att vaccinet är tillräckligt säkert.",4,4,4,,,1,7,99,5,1,7,,,,2,2,1,1,5,4,6,1,1,man måste ha en human bedömmning,1,1,,64,1,6,,2,5,1,,11,1,,1,
2/1/2021 6:38,2/1/2021 6:41,0,100,213,1,2/1/2021 6:41,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,375x812,4,5,5,7,5,1,7,5,,,,,,,,,4,3,2,3,,,,,4,3,,,,,,,,,,,,,,,,,,,,,1.514,4.095,14.048,3,5,4,0.501,0.501,2.629,1,4,4,4,3,5,4,4,1,Personal ,3,3,3,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:40,2/1/2021 6:42,0,100,131,1,2/1/2021 6:42,anonymous,SV,1,Chrome,88.0.4324.93,Android 7.1.1,768x1024,6,6,4,5,3,6,5,5,,,,,,,,,6,5,6,5,,,,,6,5,,,,,,,,,,,,,,,,,,,,,0,0,1.052,0,6,5,0,0,1.577,0,5,6,6,6,5,6,5,3,Jag letar på,3,4,3,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:23,2/1/2021 6:42,0,100,1140,1,2/1/2021 6:42,anonymous,SV,1,Chrome,88.0.4324.93,Android 10,360x747,4,4,3,4,2,5,5,5,,,,,,,,,5,5,3,2,,,,,4,3,11.138,28.245,45.52,3,13.115,14.887,33.1,2,6,3,,,,,,,,,,,,,,,,,15.394,31.258,40.6,3,6,2,2,5,5,6,6,2,"Jag är inte tillräckligt insatt i biverkningar av vaccinet, är orolig över att få mer värk i kroppen än vad jag redan har, har överlevt cancer 2 gånger, vill inte tillföra mer gifter i kroppen",4,4,4,,,1,7,99,,,,6,7,6,1,2,2,3,2,3,2,3,3,Kan faktiskt inte förklara,,1,,51,2,3,,2,8,1,,14,1,,1,Nej
2/1/2021 6:36,2/1/2021 6:43,0,100,430,1,2/1/2021 6:43,anonymous,SV,1,Chrome,88.0.4324.96,Macintosh,1440x900,,,,,,,,,5,6,5,5,4,4,5,5,,,,,2,6,1,2,2,3,,,,,,,,,,,,,,,,,,,,,0,0,4.35,0,6,5,0,0,7.103,0,7,6,5,6,7,6,6,4,Ett verktyg i bekämpning av pandemin och ett steg i rätt riktning för att kunna återgå till ett mer normalt liv,4,3,4,,,2,7,99,6,3,3,,,,2,2,5,6,3,4,1,2,2,Det mänskliga känslan för vad som är rätt är svår att lära en dator och ai,,1,,29,2,6,,2,2,1,,12,1,,1,
2/1/2021 6:27,2/1/2021 6:44,0,100,982,1,2/1/2021 6:44,anonymous,SV,1,Safari,14.0.2,Macintosh,1440x900,,,,,,,,,4,4,5,6,3,4,2,4,,,,,3,1,5,4,5,4,,,,,,,,,,,0,0,2.779,0,0,0,1.21,0,6,4,,,,,,,0,0,1.497,0,5,7,5,7,4,3,4,3,det är ju ganska bra,2,3,3,3,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:37,2/1/2021 6:44,0,100,385,1,2/1/2021 6:44,anonymous,SV,1,Chrome,88.0.4324.93,Android 11,393x851,2,1,2,5,2,4,4,3,,,,,,,,,5,6,4,3,,,,,5,6,0.942,1.915,8.401,2,3.886,4.513,5.154,2,6,4,,,,,,,,,,,,,,,,,3.483,4.875,8.275,3,3,2,6,5,4,6,5,4,Behövs för att få slut på.pandemin,3,2,2,,,1,7,99,,,,4,4,2,2,2,1,1,4,2,3,2,5,,1,1,,37,2,5,,2,8,1,,4,2,Finska,3,
2/1/2021 6:42,2/1/2021 6:44,0,100,89,1,2/1/2021 6:44,anonymous,SV,1,Safari iPhone,Unknown,iPhone,375x812,2,5,6,6,4,3,4,5,,,,,,,,,5,5,4,5,,,,,5,5,,,,,,,,,,,0.494,1.004,1.428,2,0.407,0.881,1.283,2,5,5,,,,,,,0.343,1.259,1.595,2,4,5,5,6,6,5,5,2,Vet inte ännu om det finns biverkningarna ,3,2,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:42,2/1/2021 6:44,0,100,111,1,2/1/2021 6:44,anonymous,SV,1,Edge,87.0.664.75,Windows NT 10.0,1280x720,,,,,,,,,4,4,4,5,3,4,4,4,,,,,4,4,4,4,4,4,0,0,4.096,0,0,0,1.523,0,3,4,,,,,,,,,,,,,,,,,1.44,1.44,1.964,1,3,4,4,4,4,4,3,3,vet ej,2,3,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:32,2/1/2021 6:44,0,100,707,1,2/1/2021 6:44,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,6,6,6,5,4,6,6,6,,,,,5,6,3,2,4,3,,,,,,,,,,,,,,,,,,,,,0,0,34.182,0,7,5,0,0,35.194,0,7,3,3,7,7,7,7,4,"Jag litar fullt ut på vaccin. Jag tror att det skapas i första hand för att stoppa pandemin, inte för att tjäna pengar",3,3,4,,,4,7,99,5,3,6,,,,1,1,3,3,2,6,5,3,5,,1,1,,26,2,6,,2,6,1,,8,1,,1,
2/1/2021 6:33,2/1/2021 6:45,0,100,740,1,2/1/2021 6:45,anonymous,SV,1,Edge,88.0.705.56,Windows NT 10.0,1920x1080,,,,,,,,,2,2,2,5,2,2,2,2,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,0,0,1.441,0,7,7,0,0,3.115,0,1,7,7,1,1,7,1,1,Jag är helt säker på att det är livsfarligt.,1,1,1,,,2,7,99,5,4,2,,,,1,2,4,5,5,4,1,3,2,Jag vet inte. Jag vet knappt vad algoritmer är för något.,,1,,40,2,2,,2,4,1,,1,1,,1,
2/1/2021 6:43,2/1/2021 6:45,0,100,145,1,2/1/2021 6:45,anonymous,SV,1,Chrome,83.0.4103.106,Android 10,412x846,4,4,4,4,4,4,4,4,,,,,,,,,4,3,4,3,,,,,4,4,,,,,,,,,,,1.489,1.489,2.529,1,0.588,0.588,1.376,1,4,3,,,,,,,0.695,0.695,1.792,1,4,4,4,4,4,3,4,4,Osäker på resultatet ,2,3,2,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021 6:38,2/1/2021 6:46,0,100,487,1,2/1/2021 6:46,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,3440x1440,,,,,,,,,3,3,3,5,4,4,4,2,,,,,5,6,4,2,4,4,,,,,,,,,,,,,,,,,,,,,0,0,20.02,0,4,4,0,0,13.356,0,4,4,4,3,4,3,4,3,Än så länge verkar vaccinen hålla vad de lovar. Eftersom jag ej är prioriterad grupp så kommer det ta ett tag innan jag får ta vaccin. Om inget förändrats givet biverkningar etc kommer jag ta det men händer det något under resans gång så...,2,2,4,4,Det information som framkommer,2,7,99,4,4,4,,,,2,1,2,2,4,2,4,1,3,Algoritmer kan inte vara mänskliga. Människor är INTE bilar som tillverkas enligt löpandebandprincipen,1,1,,47,1,6,,2,8,1,,12,1,,1,nej
2/1/2021 6:32,2/1/2021 6:46,0,100,882,1,2/1/2021 6:46,anonymous,SV,1,Edge,88.0.705.56,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,7,1,6,6,6,,,,,2,7,1,3,4,2,0,0,22.163,0,0,0,17.336,0,7,3,,,,,,,,,,,,,,,,,0,0,31.964,0,7,1,1,7,7,7,7,4,Jag tror att detta vaccin passar mig som 70+,4,3,4,,,1,7,99,3,1,7,,,,2,2,6,6,7,1,3,6,1,Beslut baseras inte på ett objektivt sätt,1,2,Inom vissa delar av sjukvården,78,1,7,,2,8,1,,1,1,,1,Bra undersökning
2/1/2021 6:36,2/1/2021 6:46,0,100,642,1,2/1/2021 6:46,anonymous,SV,1,Chrome,83.0.4103.106,Android 8.0.0,360x640,3,3,3,3,6,4,4,4,,,,,,,,,3,4,4,3,,,,,3,4,3.712,45.298,45.901,5,17.827,21.525,22,2,7,6,,,,,,,,,,,,,,,,,15.99,30.715,31.384,4,5,6,5,4,4,5,5,3,Ofolig bli sjuk,4,4,4,,,2,7,99,,,,7,6,5,2,2,1,3,3,1,1,1,3,Finns ingen kontroll,1,1,,58,2,6,,2,8,1,,10,1,,1,
2/1/2021 6:36,2/1/2021 6:48,0,100,712,1,2/1/2021 6:48,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,,,,,,,,4,4,4,4,3,4,4,4,,,,,4,4,4,4,3,3,,,,,,,,,,,,,,,,,,,,,0,0,17.605,0,4,4,0,0,33.398,0,7,2,2,6,5,6,6,4,det är viktigt att vaccinera sig,3,1,3,1,,4,7,99,6,3,6,,,,1,2,1,1,2,5,4,2,2,algoritmer kan ha negativ påverkan,1,1,,18,2,3,,2,4,1,,12,1,,1,nej
2/1/2021 6:39,2/1/2021 6:49,0,100,628,1,2/1/2021 6:49,anonymous,SV,1,Opera,69.0.3686.77,Windows NT 10.0,1536x864,,,,,,,,,2,2,2,5,1,2,2,2,,,,,4,3,4,1,2,2,0,0,7.772,0,0,0,8.996,0,6,6,,,,,,,,,,,,,,,,,0,0,12.462,0,2,4,5,5,3,3,3,2,litar inte på dem,1,1,1,1,inget förtroende,4,7,99,4,4,2,,,,2,2,2,2,7,3,3,4,4,,2,1,,72,1,5,,2,8,1,,12,1,,2,nej
2/1/2021 6:43,2/1/2021 6:49,0,100,353,1,2/1/2021 6:49,anonymous,SV,1,Chrome,83.0.4103.106,Android 9,360x740,4,2,2,4,1,3,2,4,,,,,,,,,2,5,4,4,,,,,4,3,,,,,,,,,,,1.729,4.059,7.444,2,2.062,4.115,4.715,3,7,6,,,,,,,1.422,33.789,34.461,5,3,3,7,3,3,2,3,2,För kort tid,2,2,3,,,4,7,99,,,,7,6,2,1,1,2,4,4,4,4,6,5,,1,1,,19,2,4,,2,1,1,,19,1,,1,
2/1/2021 6:36,2/1/2021 6:49,0,100,810,1,2/1/2021 6:49,anonymous,SV,1,Edge,88.0.705.56,Windows NT 10.0,1440x900,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,0,0,29.456,0,4,4,0,0,18.702,0,4,4,4,4,4,4,4,3,"Jag vet, inte.",1,1,1,,,4,7,99,4,4,4,,,,1,2,1,1,1,4,2,4,4,,,1,,54,1,2,,2,2,1,,17,1,,2,
2/1/2021 6:27,2/1/2021 6:50,0,100,1398,1,2/1/2021 6:50,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,,,,,,,,3,3,3,6,4,4,5,5,,,,,6,4,5,4,6,6,,,,,,,,,,,0,0,55.913,0,0,0,98.258,0,4,5,,,,,,,56.199,61.055,124.911,2,6,1,2,5,6,4,6,2,jag tycker att det räcker om jag håller distans till folk och tvätta händerna ofta,4,3,4,,,2,7,99,2,2,7,,,,1,2,1,1,6,2,6,2,6,,2,1,,60,2,6,,2,4,1,,12,2,arabiska,3,nej
2/1/2021 6:35,2/1/2021 6:50,0,100,930,1,2/1/2021 6:50,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,1600x900,,,,,,,,,6,5,5,6,5,6,7,4,,,,,2,7,1,1,6,5,,,,,,,,,,,,,,,,,,,,,0,0,18.697,0,7,2,0,0,40.227,0,6,1,2,5,5,5,5,4,Att bli vaccinerad är avgörande för om jag ska kunna träffa barn och barnbarn och träffa andra personer i min bekantskapskrets och i föreningslivet. Det är psykiskt påfrestande att nu ha levt isolerad i 11 månader med mycket begränsade möjligheter att träffa andra.,4,1,4,,,1,7,99,6,2,6,,,,2,2,5,5,2,6,3,1,6,,1,1,,72,1,6,,2,3,1,,7,1,,1,Nej
2/1/2021 6:43,2/1/2021 6:51,0,100,429,1,2/1/2021 6:51,anonymous,SV,1,Chrome,88.0.4324.104,Windows NT 10.0,2560x1440,,,,,,,,,5,6,5,5,4,5,5,6,,,,,4,5,4,4,5,5,,,,,,,,,,,0,0,7.242,0,0,0,9.456,0,6,5,,,,,,,0,0,16.171,0,5,4,4,6,6,5,6,3,"Litar på experterna, men väntar ett tag med det för min egen säkerhets skull",3,3,4,,,4,7,99,5,4,1,,,,1,2,3,3,2,5,5,6,4,,,1,,26,1,5,,2,4,1,,13,1,,1,
2/1/2021 6:00,2/1/2021 6:51,0,100,3034,1,2/1/2021 6:51,anonymous,SV,1,Edge,88.0.705.56,Windows NT 10.0,1920x1080,,,,,,,,,1,1,1,5,2,4,4,4,,,,,4,4,4,4,5,4,0,0,1.02,0,0.495,0.495,1.654,1,7,6,,,,,,,,,,,,,,,,,0,0,6.408,0,4,4,3,5,5,6,4,3,vet ej,2,3,2,,,2,7,99,4,5,5,,,,1,1,5,6,5,1,3,3,3,vet ej,2,1,,32,1,4,,1,2,1,,9,1,,1,vet ej
2/1/2021 6:48,2/1/2021 6:51,0,100,211,1,2/1/2021 6:51,anonymous,SV,1,Chrome,87.0.4280.141,Windows NT 10.0,3440x1440,,,,,,,,,4,4,4,5,3,4,4,4,,,,,5,6,4,1,5,4,0,0,1.673,0,0,0,2.204,0,5,6,,,,,,,,,,,,,,,,,0,0,1.336,0,5,5,5,6,5,6,5,3,Känns bättre än alternativet,3,3,3,,,2,7,99,1,1,4,,,,1,2,2,1,5,3,3,5,4,,2,1,,41,1,6,,2,8,1,,11,1,,1,
2/1/2021 6:40,2/1/2021 6:52,0,100,664,1,2/1/2021 6:52,anonymous,SV,1,Safari iPhone,14.0.2,iPhone,375x812,4,4,4,7,1,4,4,4,,,,,,,,,7,7,4,3,,,,,4,4,4.244,15.993,19.291,8,1.779,19.812,22.78,8,7,7,,,,,,,,,,,,,,,,,4.682,26.611,37.459,4,7,4,4,7,7,7,7,4,Det är viktigt att alla tar vaccin och hjälper till att få stopp på coronan.,4,3,4,,,4,7,99,,,,7,7,6,2,2,1,1,4,4,4,4,4,,,1,,61,2,3,,2,8,1,,4,1,,1,Nej!
