StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1.2,Q1.3_Browser,Q1.3_Version,Q1.3_Operating System,Q1.3_Resolution,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.2_5,Q2.3_1,Q2.3_2,Q2.3_3,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3_1,Q3.3_2,Q3.3_3,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q7.2,Q7.3,Q10.3_First Click,Q10.3_Last Click,Q10.3_Page Submit,Q10.3_Click Count,Q10.5_First Click,Q10.5_Last Click,Q10.5_Page Submit,Q10.5_Click Count,Q10.6,Q10.7,Q417_First Click,Q417_Last Click,Q417_Page Submit,Q417_Click Count,Q420,Q421,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q16.2,Q16.3,Q16.7_1,Q16.7_2,Q16.7_3,Q16.8_1,Q16.8_1_TEXT,Q298,Q17.1,Q17.1_7_TEXT,Q6.3_1,Q6.3_2,Q6.4,Q5.8,Q5.9,Q5.10,Q16.5,Q16.6,Q18.2,Q18.3,Q4.2,Q4.3,Q4.4,Q20.2,Q20.3,Q20.4,Q20.5,Q18.4,Q18.5,Q19.2_8,Q19.3,Q19.4,Q19.4_9_TEXT,Q19.5,Q19.6,Q19.7,Q19.7_2_TEXT,Q19.8,Q19.9,Q19.9_2_TEXT,Q19.10,Q20.6
1/27/2021 3:19,1/27/2021 3:49,0,100,1796,1,1/27/2021 3:49,anonymous,NL,1,Safari,14.0.2,Macintosh,834x1112,,,,,,,,,7,7,7,7,7,7,7,7,,,,,7,7,2,1,7,7,0,0,36.405,0,66.325,66.325,67.771,1,7,7,,,,,,,86.92,86.92,88.619,1,7,1,1,7,7,7,4,"Ik wil het virus niet krijgen en ook niet aan een ander geven. Ik hoop dat we ons dan vrijer kunnen bewegen !deze toestand is voor niemand prettig. Ik ben 86 en ben heel voorzichtig maar dat houd wel in dat ik en mijn man van 84 nergens komen, een keer in de week snel boodschappen doen alleen .Onze kinderen krijgen we via de I pad en de telefoon en dat is zo al een paar maanden. Ik hoop dat er snel een oplossing voor komt !voor iedereen!",4,4,4,4,,2,7,99,3,1,7,,,,2,1,6,7,4,7,5,5,7,,2,1,,86,2,1,,2,4,1,,12,1,,1,Ik hoop dat we weer snel normaal kunnen leven. Veel succes!
1/27/2021 3:37,1/27/2021 3:50,0,100,776,1,1/27/2021 3:50,anonymous,NL,1,Chrome,83.0.4103.106,Android 10,412x846,3,3,3,2,2,3,2,3,,,,,,,,,3,2,3,2,,,,,4,4,18.433,18.433,26.669,1,8.199,8.199,18.726,1,3,5,,,,,,,22.174,55.667,64.865,5,3,6,5,3,3,2,2,"Ik vertrouw het allemaal nog niet.
Ik ben verder erg op mijn gezondheid. Neem ook nooit een griepprik. ",3,3,2,,,2,7,99,,,,1,6,1,2,1,4,3,7,2,3,4,4,,,1,,28,2,4,,2,4,1,,10,1,,1,
1/27/2021 3:34,1/27/2021 3:51,0,100,1031,1,1/27/2021 3:51,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1600x900,,,,,,,,,4,4,4,4,4,4,4,5,,,,,3,4,2,4,5,5,0,0,28.41,0,0,0,35.461,0,6,5,,,,,,,0,0,61.58,0,5,4,3,5,4,4,3,"Ik vertrouw het medicijn nog niet helemaal, vind het eng.
We weten nog niet wat het op lange duur zal veroorzaken",3,3,4,,,1,7,99,6,4,4,,,,2,1,5,5,5,4,5,4,5,,1,1,,57,2,1,,2,5,1,,7,1,,1,
1/27/2021 3:31,1/27/2021 3:52,0,100,1298,1,1/27/2021 3:52,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1440x900,,,,,,,,,4,4,4,5,4,5,4,4,,,,,4,5,4,4,5,4,0,0,48.209,0,0,0,52.516,0,6,5,,,,,,,0,0,65.088,0,5,4,4,5,5,5,3,Ik twijfel nog. vraag nog meer inlichtingen.,2,2,3,,,1,7,99,6,4,5,,,,2,1,3,4,6,2,5,5,4,,,1,,74,1,1,,2,3,1,,5,1,,1,nee
1/27/2021 3:40,1/27/2021 3:53,0,100,760,1,1/27/2021 3:53,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 6.1,1920x1200,,,,,,,,,3,3,3,5,3,4,5,5,,,,,5,5,4,3,5,5,,,,,,,,,,,0,0,182.153,0,7,6,0,0,37.638,0,5,4,4,6,5,6,3,"ik ga er vanuit dat er niet meer rare bijwerkingen aan het licht komen, voordat ik aan de beurt ben",4,3,4,,,2,7,99,6,3,5,,,,2,2,4,3,7,1,5,4,5,,1,2,belastingdienst,65,2,2,,2,9,1,,7,1,,1,
1/27/2021 3:53,1/27/2021 3:55,0,100,92,1,1/27/2021 3:55,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,,,,,,,,3,4,4,5,6,4,5,6,,,,,5,5,4,5,5,4,,,,,,,,,,,0,0,1.475,0,6,5,0,0,1.653,0,2,3,3,3,3,2,2,hhlkjh,3,2,3,2,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 3:49,1/27/2021 3:55,0,100,358,1,1/27/2021 3:55,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1536x864,,,,,,,,,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,0,0,1.994,0,0,0,1.879,0,1,1,,,,,,,0,0,2.379,0,1,1,1,1,1,1,3,voor mijn gezondheid,3,3,3,,,3,7,99,6,6,4,,,,1,1,4,4,4,4,4,4,4,,1,1,,52,1,1,,2,2,1,,4,1,,1,nee
1/27/2021 3:57,1/27/2021 3:58,0,100,111,1,1/27/2021 3:58,anonymous,NL,1,Safari,14.0.2,Macintosh,810x1080,,,,,,,,,5,4,5,5,3,4,5,2,,,,,2,5,1,5,2,4,,,,,,,,,,,1.417,1.417,4.856,1,4,1,0.713,0.713,1.737,1,5,2,3,2,3,5,3,Ja het is zo,2,1,2,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 3:47,1/27/2021 4:02,0,100,918,1,1/27/2021 4:02,anonymous,NL,1,Firefox,84,Windows NT 6.1,1536x864,,,,,,,,,4,3,4,3,4,4,4,3,,,,,1,4,3,1,1,1,0,0,25.593,0,0,0,5.38,0,6,5,,,,,,,0,0,3.874,0,1,6,6,4,4,6,3,"Ligt eraan wie er nog meer belang bij hebben, ik laat hun dan voorgaan waarschijnlijk",3,1,3,,,2,7,99,2,1,4,,,,2,1,2,2,5,2,1,3,1,wij zijn mensen!!!!,1,2,nee,59,1,1,,2,3,1,,2,1,,1,
1/27/2021 4:01,1/27/2021 4:06,0,100,279,1,1/27/2021 4:06,anonymous,NL,1,Safari iPhone,14.0.2,iPhone,375x812,1,4,4,3,4,3,3,5,,,,,,,,,5,1,4,3,,,,,4,1,2.975,3.42,4.417,2,2.929,7.828,8.436,6,2,4,,,,,,,0.478,0.478,2.227,1,4,3,4,2,5,3,2,Poep is lekker dus smeer het op je brood!,2,3,2,,,2,7,Poep,,,,6,3,4,1,1,2,4,4,4,5,4,5,,2,2,Poep,35,2,2,,1,2,1,,6,1,,1,Peoskndbxhz
1/27/2021 3:56,1/27/2021 4:07,0,100,651,1,1/27/2021 4:07,anonymous,NL,1,Chrome,87.0.4280.152,CrOS x86_64 13505.111.0,1371x771,,,,,,,,,5,5,5,6,6,5,6,6,,,,,4,6,5,4,5,5,0,0,22.75,0,0,0,24.376,0,6,5,,,,,,,0,0,38.899,0,6,3,3,6,7,7,4,omdat ik weer verder wil met mijn leven zonder afstanden en weer gewoon vrijwilligerswerk wil doen en bij mijn kleinkindern en kinderen weer kan knuffelen,1,1,1,,,3,7,99,6,6,7,,,,2,2,5,5,4,4,4,4,5,,3,1,,63,2,1,,2,2,1,,2,1,,1,nee succes
1/27/2021 3:58,1/27/2021 4:07,0,100,543,1,1/27/2021 4:07,anonymous,NL,1,Firefox,78,Macintosh,1440x900,,,,,,,,,1,1,1,4,1,1,3,3,,,,,4,4,3,3,4,4,0,0,15.876,0,0,0,11.011,0,4,4,,,,,,,0,0,20.561,0,3,5,5,3,2,4,2,Ik vertrouw het nog niet. Afwachten wat bijwerkingen zijn op termijn,2,2,2,,,2,7,99,5,4,4,,,,2,2,4,4,4,3,3,5,4,,,1,,64,2,1,,2,2,1,,13,1,,1,nee
1/27/2021 3:41,1/27/2021 4:09,0,100,1694,1,1/27/2021 4:09,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 6.2,1920x1080,,,,,,,,,1,1,1,5,3,4,3,3,,,,,5,6,2,4,4,4,0,0,28.508,0,0,0,41.95,0,7,5,,,,,,,0,0,59.225,0,4,6,6,5,5,5,3,"covid-19 zal nooit meer verdwijnen als niemand zich laat inenten, hopende dat de vaccin baat zal hebben laat ik mij inenten ",3,3,3,,,1,7,,7,7,6,,,,2,2,3,5,4,1,4,3,4,,,1,,75,2,1,,2,2,1,,3,2,fins,3,"geen vragen, ik vond het een interessante vragenlijst"
1/27/2021 3:56,1/27/2021 4:11,0,100,887,1,1/27/2021 4:11,anonymous,NL,1,Chrome,87.0.4280.152,CrOS x86_64 13505.111.0,1360x768,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,0,0,34.858,0,0,0,22.183,0,7,4,,,,,,,0,0,3.819,0,6,3,2,6,6,5,4,wil graag in ge-ent worden tegen deze gevaarlijke pandomie en dan maakt het mij niet uit wie het geproduceert heeft. Als het niet goed is komt het niet in omloop,4,3,4,,,1,7,99,6,4,7,,,,2,2,4,4,4,4,4,4,4,,,1,,59,2,1,,2,4,1,,3,1,,1,nee
1/27/2021 3:53,1/27/2021 4:12,0,100,1164,1,1/27/2021 4:12,anonymous,NL,1,Chrome,83.0.4103.106,Android 10,1280x800,4,4,4,6,4,5,5,5,,,,,,,,,4,5,3,2,,,,,5,5,49.62,49.62,56.521,1,3.111,33.32,41.743,2,7,6,,,,,,,2.489,77.517,82.757,3,4,5,5,5,4,4,4,"Om eerlijk te zijn.....ik hoop dat het goed werkt.....ik ga er vanuit dat het de waarheid is........95%......wel speelt er veel geld een rol, dan bestaat natuurlijk oplichting en bedrog tot de mogelijkheid.......griezelig...",3,3,3,,,1,7,99,,,,5,3,6,1,2,3,3,3,3,5,4,5,,,1,,66,1,1,,2,4,1,,4,1,,1,geen
1/27/2021 3:51,1/27/2021 4:12,0,100,1270,1,1/27/2021 4:12,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1600x900,,,,,,,,,3,3,3,5,2,3,3,4,,,,,1,5,1,1,2,2,0,0,53.65,0,0,0,97.716,0,7,4,,,,,,,0,0,97.925,0,5,5,3,5,4,6,4,Je hoop dat je gespaard blijft van corona en dat op den duur het virus verdwijnt. Wil een coronavrij land.,4,3,4,,,1,7,99,7,4,5,,,,2,1,6,6,6,3,3,6,4,,3,1,,74,2,1,,2,2,1,,3,1,,2,Heel goed om te doen.
1/27/2021 3:59,1/27/2021 4:14,0,100,892,1,1/27/2021 4:14,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 10.0,1600x900,,,,,,,,,4,5,5,6,4,4,5,5,,,,,5,5,3,4,4,4,,,,,,,,,,,0,0,30.916,0,6,5,0,0,49.056,0,6,5,3,5,5,5,4,"Het vaccin is al veel gebruikt er zijn geen overdadige klachten bekend, ik hoop zelf hiermee beschermt te zijn en zo snel mogelijk heel Nederland om de economie weer op gang te helpen. ",4,3,4,,,2,7,99,6,4,6,,,,2,2,6,5,4,5,5,5,5,,,1,,61,2,2,,2,5,1,,9,1,,1,nee
1/27/2021 4:09,1/27/2021 4:19,0,100,614,1,1/27/2021 4:19,anonymous,NL,1,Chrome,88.0.4324.93,Android 10,412x869,4,4,4,6,5,4,5,4,,,,,,,,,2,5,1,4,,,,,4,1,4.047,80.395,84.4,22,4.076,9.401,11.395,2,3,4,,,,,,,0.863,5.986,8.05,5,4,3,3,3,3,3,3,Ik behoor tot de zogenaamde risicogroep. Ik zal mij laten enten als ik zekerheid heb dat het vaccin geen kwaad kan. Er is dus enige twijfel,3,3,4,,,1,7,99,,,,6,6,2,2,2,2,2,2,3,1,2,1,Omdat de echte mening van de mensen niet word gehoord ,,1,,33,2,1,,2,2,1,,5,1,,1,
1/27/2021 4:05,1/27/2021 4:19,0,100,870,1,1/27/2021 4:19,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1270x715,,,,,,,,,6,6,6,6,5,6,7,6,,,,,3,6,2,3,7,6,,,,,,,,,,,0,0,36.996,0,7,4,0,0,64,0,6,4,3,7,7,7,4,Ik ben door mijn ziekte zeer kwetsbaar en wil mezelf en mijn naaste beschermen tegen het Coronavirus,4,4,4,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 4:06,1/27/2021 4:22,0,100,949,1,1/27/2021 4:22,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1536x864,,,,,,,,,3,3,3,6,3,4,5,5,,,,,2,6,2,3,3,3,,,,,,,,,,,0,0,29.392,0,7,4,0,0,45.182,0,6,3,3,6,6,4,4,"ik denk dat vaccineren de beste optie is om covid-19 onder controle te krijgen.
en ook dat dit vaccin goed getest is voordat men begon met vaccineren.",4,3,4,,,1,7,99,6,4,6,,,,2,2,4,4,3,1,4,3,4,,,1,,73,2,1,,2,2,1,,3,1,,1,geen opmerkingen
1/27/2021 3:56,1/27/2021 4:24,0,100,1641,1,1/27/2021 4:24,anonymous,NL,1,Chrome,88.0.4324.104,Windows NT 6.1,1093x615,,,,,,,,,4,4,4,5,5,4,4,4,,,,,4,4,4,4,6,4,,,,,,,,,,,0,0,33.987,0,6,4,0,0,36.401,0,6,2,2,6,6,6,4,"ik twijfelde , maar gezien mijn leeftijd, doe ik het wel.
mijn schoonzoon werkt op de i.c. Daar moet ik dus niet komen, hoe ziek kun je worden! ",3,3,3,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 4:17,1/27/2021 4:24,0,100,408,1,1/27/2021 4:24,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,5,2,3,5,6,,,,,5,4,3,2,4,3,,,,,,,,,,,0,0,16.128,0,6,5,0,0,20.797,0,3,6,6,6,4,6,1,bang voor de bijwerkingen,3,1,3,1,,3,7,99,4,2,3,,,,2,2,5,6,5,1,6,6,3,is te beinvloeden,1,2,nee,63,1,1,,2,3,1,,9,1,,1,
1/27/2021 4:21,1/27/2021 4:26,0,100,270,1,1/27/2021 4:26,anonymous,NL,1,Chrome,88.0.4324.93,Android 10,412x915,3,3,3,5,4,4,5,5,,,,,,,,,7,7,5,2,,,,,5,5,2.284,11.547,24.938,2,2.074,5.912,18.753,2,5,5,,,,,,,10.001,17.66,24.348,2,4,4,5,5,5,4,4,hoe sneller hoe beter,2,2,3,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 4:13,1/27/2021 4:26,0,100,797,1,1/27/2021 4:26,anonymous,NL,1,Safari,14.0.2,Macintosh,768x1024,,,,,,,,,4,3,4,4,2,3,3,3,,,,,4,3,2,4,3,3,,,,,,,,,,,23.543,42.274,43.202,2,5,6,50.611,63.292,69.884,3,3,6,6,4,4,6,1,Zeker kan ik dit toelichten. Van het vaccin is te weinig of niets bekend wat dit doet op lange termijn. Er is niets bekend over hoe lang het vaccin werkt. Deze informatie is voor mij wel belangrijk om te weten.,2,1,2,,,2,7,99,5,5,4,,,,2,2,3,4,4,2,4,4,3,"Kijk naar de zorg. Volledig uitgekleed en nu is er een probleem , te weinig mensen op de werkvloer.",3,1,,54,2,1,,2,2,1,,10,1,,1,
1/27/2021 3:54,1/27/2021 4:28,0,100,2012,1,1/27/2021 4:28,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,,,,,,,,3,3,3,4,4,5,5,5,,,,,4,6,1,2,4,5,0,0,177.407,0,0,0,33.923,0,5,5,,,,,,,0,0,204.595,0,5,5,6,4,5,6,4,hoop dat het helpt,3,3,4,,,2,7,99,7,6,5,,,,2,2,3,3,4,1,6,4,4,,,1,,61,1,4,,2,6,1,,12,1,,1,
1/27/2021 4:22,1/27/2021 4:32,0,100,623,1,1/27/2021 4:32,anonymous,NL,1,Chrome,88.0.4324.93,Android 10,360x780,5,5,5,5,4,4,4,4,,,,,,,,,4,3,3,3,,,,,4,4,,,,,,,,,,,3.78,31.47,39.892,9,7,6,2.514,46.018,61.832,14,6,5,5,5,5,5,2,Ik behoor niet tot de risicogroep en daarbij heb ik sowieso moeite met vaccineren ,3,2,3,,,1,7,99,,,,5,4,4,1,1,5,5,6,5,6,5,5,,3,1,,43,2,1,,2,9,1,,3,1,,1,
1/27/2021 4:06,1/27/2021 4:33,0,100,1582,1,1/27/2021 4:33,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1366x768,,,,,,,,,5,5,5,4,5,4,6,6,,,,,4,6,4,3,6,4,,,,,,,,,,,0,0,75.851,0,6,6,0,0,80.09,0,4,4,4,6,6,6,4,Ik hoop dat het inderdaad werkt en dat we vlug verlost zijn van het virus om weer te doen wat we normaal doen en niet zoveel zieken en doden hebben,2,1,1,,,2,7,99,3,1,4,,,,2,2,4,5,4,3,3,6,4,,,1,,66,2,1,,2,6,1,,13,1,,1,
1/27/2021 4:28,1/27/2021 4:33,0,100,315,1,1/27/2021 4:33,anonymous,NL,1,Firefox,84,Windows NT 10.0,1366x768,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,4,4,2.093,24.242,25.248,4,1.548,3.063,4.999,2,4,4,,,,,,,9.599,10.789,12.848,2,4,4,4,4,4,4,4,"zeer waarschijnlijk, behalve dat ik niet weet of ik het daarmee eens zal zijn ",1,1,1,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 4:29,1/27/2021 4:34,0,100,287,1,1/27/2021 4:34,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,,,,,,,,2,2,2,6,4,1,5,4,,,,,2,6,2,1,4,4,0,0,7.914,0,0,0,4.421,0,5,4,,,,,,,0,0,5.795,0,5,4,4,5,4,5,3,Beter iets dan niets,3,2,3,3,,1,7,99,5,4,5,,,,2,2,5,4,5,2,3,5,4,,,2,niet echt,55,1,1,,2,2,1,,8,1,,1,geen
1/27/2021 4:26,1/27/2021 4:34,0,100,474,1,1/27/2021 4:34,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1366x768,,,,,,,,,5,5,5,5,4,4,4,4,,,,,5,5,5,5,6,6,,,,,,,,,,,0,0,19.039,0,6,6,0,0,28.174,0,6,6,6,6,6,6,4,voor mijn gezondheid,4,4,4,,,1,7,99,7,7,6,,,,2,2,6,6,5,5,5,6,6,,,1,,68,2,4,,2,4,1,,7,1,,1,
1/27/2021 4:04,1/27/2021 4:34,0,100,1801,1,1/27/2021 4:34,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,6,5,4,4,5,,,,,1,6,1,4,5,4,,,,,,,,,,,0,0,48.095,0,7,5,0,0,76.062,0,7,2,2,7,7,6,4,Maakt mij niet uit welk vaccin gebruikt wordt als we de pandemie daarmee in kunnen dammen.,4,3,4,,,2,7,99,7,3,7,,,,2,2,5,7,4,4,6,4,5,,1,1,,71,2,1,,2,4,1,,8,1,,1,"Nee, geen aanvullende opmerking"
1/27/2021 4:04,1/27/2021 4:36,0,100,1951,1,1/27/2021 4:36,anonymous,NL,1,Safari,14.0.2,Macintosh,768x1024,,,,,,,,,3,3,3,7,2,4,2,6,,,,,5,6,2,2,3,1,0,0,37.579,0,0,0,44.182,0,7,6,,,,,,,237.085,237.085,242.86,1,3,6,6,5,5,5,4,Ik val in een risicogroep en neem het zekere voor het onzekere.,4,3,4,,,2,7,99,6,3,4,,,,2,2,4,5,6,1,3,6,4,,3,2,Gebruik van overheidsorganisatie via internet,60,2,1,,2,6,1,,3,1,,1,
1/27/2021 4:28,1/27/2021 4:39,0,100,610,1,1/27/2021 4:39,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1280x720,,,,,,,,,6,5,5,6,6,6,6,6,,,,,4,6,1,4,5,5,0,0,24.992,0,0,0,31.707,0,7,3,,,,,,,0,0,44.885,0,7,2,2,7,7,7,4,Door de beslissing van de Ema en mijn leeftijd-70-,4,4,4,1,,2,7,99,4,1,6,,,,2,2,7,7,5,3,6,4,4,,2,2,Toeslagen affaire,69,1,1,,2,9,1,,2,1,,3,nee
1/27/2021 4:37,1/27/2021 4:46,0,100,544,1,1/27/2021 4:46,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1600x900,,,,,,,,,4,4,3,4,4,4,5,4,,,,,3,5,4,2,4,3,0,0,13.978,0,0,0,6.281,0,6,4,,,,,,,0,0,8.259,0,3,4,4,6,6,5,3,wil graag weten wat bijwerkingen zijn en hoe lang het werkt en tegen welk virus (covid) ,3,2,3,,,1,7,90,6,5,5,,,,2,1,4,5,4,2,5,4,4,,1,2,toeslagaffaire,68,2,1,,2,6,1,,9,1,,1,
1/27/2021 4:42,1/27/2021 4:48,0,100,359,1,1/27/2021 4:48,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,4,4,4,4,4,,,,,4,4,4,4,3,3,0,0,3.43,0,0,0,2.34,0,3,3,,,,,,,0,0,5.345,0,4,4,4,4,4,4,3,weet ik niet,3,3,3,,,2,7,99,6,5,4,,,,2,2,4,4,4,4,4,4,4,,2,1,,65,2,1,,2,2,1,,6,1,,1,nee
1/27/2021 4:32,1/27/2021 4:50,0,100,1042,1,1/27/2021 4:50,anonymous,NL,1,Safari,14.0.2,Macintosh,1024x1366,,,,,,,,,1,1,1,1,1,1,1,1,,,,,1,1,1,1,4,1,0,0,55.128,0,0,0,45.137,0,6,7,,,,,,,6.917,8.287,13.727,2,7,7,7,1,1,1,1,"Omdat ik het niet eens ben over het feit dat Co-vid virus zo gevaarlijk is . Ik vergelijk de cijfers met andere jaren en ziektes en dan is carona voor mij een gewone virus . En daarbij wil ik zelf maar alvast zeggen dat ik een complottheorie denker ben . Want omdat ik anders denk word ik hier toch daarvoor uitgemaakt. Dus zeg ik het zelf maar. 
",1,1,1,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 4:38,1/27/2021 4:52,0,100,837,1,1/27/2021 4:52,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,6,4,3,2,5,,,,,2,7,1,1,1,1,0,0,36.271,0,0,0,48.063,0,7,2,,,,,,,0,0,65.177,0,7,1,1,7,6,5,4,Met het vaccin heb je weer meer zich op een normaal leven. Het is hetzelfde als met de griepprik. Die zorgt ervoor dat het niet zo heel erg wordt.,4,1,3,,,2,7,99,6,1,5,,,,2,1,7,7,4,7,1,1,1,"ze alleen de algemeenheid betreffen, en niet het individuele, wat uiteraard op veel mensen toepasbaar is. Geen mens is het zelfde",3,2,"Bij de belastingdienst, UWV, Uitkeringsinstanties enz.",67,2,1,,2,5,1,,3,1,,1,
1/27/2021 4:45,1/27/2021 4:57,0,100,693,1,1/27/2021 4:57,anonymous,NL,1,Edge,88.0.705.50,Windows NT 10.0,1098x732,,,,,,,,,4,4,4,5,5,4,5,5,,,,,4,6,2,4,6,6,0.804,25.552,28.205,11,1.026,26.074,32.522,18,7,3,,,,,,,1.922,30.312,41.5,9,6,3,3,6,6,4,4,ik ben van mezelf uitgegaan  dit vertrouwen heb ik ,4,3,4,,,2,7,,6,3,6,,,,1,2,4,3,4,4,4,3,6,,2,1,,59,2,1,,2,6,1,,7,1,,1,geen
1/27/2021 4:48,1/27/2021 4:57,0,100,571,1,1/27/2021 4:57,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,3,3,3,4,5,4,4,4,,,,,4,4,4,4,4,4,,,,,,,,,,,0,0,9.438,0,5,5,0,0,2.163,0,4,5,4,4,4,5,3,Als het beschikbaar is en ik een oproep krijg voor de vaccinatie laat ik mij wel inenten. ,3,3,4,,,2,7,99,7,5,7,,,,2,2,4,5,5,3,5,5,4,,,1,,77,2,2,,2,2,1,,7,1,,1,nee
1/27/2021 4:55,1/27/2021 5:03,0,100,470,1,1/27/2021 5:03,anonymous,NL,1,Chrome,87.0.4280.142,CrOS x86_64 13505.100.0,1300x731,,,,,,,,,3,3,3,6,4,4,4,5,,,,,2,5,4,4,4,4,1.48,1.48,7.024,1,1.261,1.261,7.929,1,7,4,,,,,,,1.608,1.608,17.014,1,4,5,5,4,5,5,3,omdat ik denk dat het betrouwbaar is,4,4,4,,,2,7,99,7,5,6,,,,2,2,5,5,4,4,1,4,4,,,1,,54,2,1,,2,2,1,,3,1,,1,
1/27/2021 4:25,1/27/2021 5:04,0,100,2351,1,1/27/2021 5:04,anonymous,NL,1,Safari,14.0.2,Macintosh,810x1080,,,,,,,,,4,4,4,6,3,3,5,5,,,,,1,6,3,1,4,3,54.854,54.854,59.211,1,1.729,68.485,68.527,9,5,5,,,,,,,2.749,73.349,74.673,9,3,3,4,4,5,4,3,Ik ga voor de vaccinatie,3,3,3,,,2,7,99,6,7,6,,,,2,1,4,4,5,1,3,3,2,Het ligt aan de invoering ,3,1,,35,2,4,,1,2,1,,11,1,,1,Neen
1/27/2021 4:56,1/27/2021 5:11,0,100,931,1,1/27/2021 5:11,anonymous,NL,1,Edge,18.18362,Windows NT 10.0,1536x864,,,,,,,,,4,4,4,3,3,4,3,3,,,,,2,2,2,4,4,4,,,,,,,,,,,0,0,51.359,0,4,3,0,0,60.851,0,5,4,5,4,5,5,3,ik laat met ten alle tijden inenten als het vaccin maar goed getest is zonder vaccin kan je geen kant op,3,2,3,,,1,7,99,7,7,6,,,,2,2,2,2,6,3,3,4,5,,,1,,78,2,1,,2,2,1,,4,1,,1,nee
1/27/2021 4:56,1/27/2021 6:39,0,100,6165,1,1/27/2021 6:39,anonymous,NL,1,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,,,,,,,,4,4,4,5,5,3,5,3,,,,,2,7,3,1,4,5,0,0,19.901,0,0,0,5.95,0,7,5,,,,,,,0,0,7.16,0,5,3,4,7,4,5,4,lang onderzocht door EMA is voordelig,4,3,4,,,1,7,99,3,4,5,,,,2,2,4,4,5,4,4,4,6,,2,1,,76,1,9,basis onderwijs,2,4,1,,2,1,,1,
1/27/2021 9:58,1/27/2021 10:01,0,100,152,1,1/27/2021 10:01,anonymous,NL,1,Chrome,88.0.4324.93,Android 9,360x740,4,4,4,4,4,4,4,4,,,,,,,,,4,4,4,4,,,,,4,5,,,,,,,,,,,2.715,9.45,13.4,3,5,4,1.481,8.289,9.142,4,4,5,6,5,4,6,3,Weet niet,3,3,3,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2021 10:00,1/27/2021 10:01,0,100,72,1,1/27/2021 10:01,anonymous,NL,1,Safari iPad,Unknown,iPad,834x1112,4,4,4,4,4,1,7,2,,,,,,,,,1,7,5,6,,,,,6,2,0.502,0.502,1.407,1,0,0,0.629,0,1,1,,,,,,,0.432,0.432,1.49,1,4,1,2,5,2,2,3,"Ja want het is een goede functie
",2,3,3,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
